"query.name" "subject" "SystematicName"
"2287" "A_07_P013331" "ECs3317" "b2455"
"2288" "A_07_P013336" "ECs3318" "b2456"
"2289" "A_07_P013343" "ECs3319" "b2457"
"2290" "A_07_P013355" "ECs3321" "b2459"
"2291" "A_07_P013359" "ECs3322" "b2460"
"2292" "A_07_P013364" "ECs3323" "b2461"
"2293" "A_07_P013370" "ECs3324" "b2462"
"2294" "A_07_P013371" "ECs3325" "b2463"
"2295" "A_07_P013377" "ECs3326" "b2464"
"2296" "A_07_P013381" "ECs3327" "b2465"
"2297" "A_07_P013386" "ECs3328" "b2466"
"2298" "A_07_P013393" "ECs3329" "b2467"
"2299" "A_07_P013396" "ECs3330" "b2468"
"2300" "A_07_P013401" "ECs3331" "b2469"
"2301" "A_07_P013407" "ECs3332" "b2470"
"2302" "A_07_P013411" "ECs3333" "b2471"
"2303" "A_07_P013420" "ECs3334" "b2472"
"2304" "A_07_P013425" "ECs3335" "b2473"
"2305" "A_07_P013427" "ECs3336" "b2474"
"2306" "A_07_P013431" "ECs3337" "b2475"
"2307" "A_07_P013440" "ECs3338" "b2476"
"2308" "A_07_P013443" "ECs3339" "b2477"
"2309" "A_07_P013447" "ECs3340" "b2478"
"2310" "A_07_P013453" "ECs3341" "b2479"
"2311" "A_07_P013456" "ECs3342" "b2480"
"2312" "A_07_P013465" "ECs3343" "b2481"
"2313" "A_07_P013468" "ECs3344" "b2482"
"2314" "A_07_P013474" "ECs3345" "b2483"
"2315" "A_07_P013476" "ECs3346" "b2484"
"2316" "A_07_P013484" "ECs3347" "b2485"
"2317" "A_07_P013486" "ECs3348" "b2486"
"2318" "A_07_P013493" "ECs3349" "b2487"
"2319" "A_07_P013499" "ECs3350" "b2488"
"2320" "A_07_P013501" "ECs3351" "b2489"
"2321" "A_07_P013506" "ECs3352" "b2490"
"2322" "A_07_P013511" "ECs3353" "b2491"
"2323" "A_07_P013519" "ECs3354" "b2492"
"2324" "A_07_P013521" "ECs3355" "b2493"
"2325" "A_07_P013530" "ECs3356" "b2494"
"2326" "A_07_P013532" "ECs3357" "b2495"
"2327" "A_07_P013536" "ECs3358" "b2496"
"2328" "A_07_P013542" "ECs3359" "b2497"
"2329" "A_07_P013547" "ECs3360" "b2498"
"2330" "A_07_P013551" "ECs3361" "b2499"
"2331" "A_07_P013559" "ECs3362" "b2500"
"2332" "A_07_P013561" "ECs3363" "b2501"
"2333" "A_07_P013570" "ECs3364" "b2502"
"2334" "A_07_P013571" "ECs3365" "b2503"
"2335" "A_07_P013578" "ECs3366" "b2504"
"2336" "A_07_P013581" "ECs3367" "b2505"
"2337" "A_07_P013587" "ECs3368" "b2506"
"2338" "A_07_P013594" "ECs3369" "b2507"
"2339" "A_07_P013602" "ECs3371" "b2509"
"2340" "A_07_P013610" "ECs3372" "b2510"
"2341" "A_07_P013612" "ECs3373" "b2511"
"2342" "A_07_P013616" "ECs3374" "b2512"
"2343" "A_07_P013623" "ECs3375" "b2513"
"2344" "A_07_P013627" "ECs3376" "b2514"
"2345" "A_07_P013631" "ECs3377" "b2515"
"2346" "A_07_P013639" "ECs3378" "b2516"
"2347" "A_07_P013641" "ECs3379" "b2517"
"2348" "A_07_P013646" "ECs3380" "b2518"
"2349" "A_07_P013652" "ECs3385" "b2519"
"2350" "A_07_P013660" "ECs3386" "b2520"
"2351" "A_07_P013661" "ECs3387" "b2521"
"2352" "A_07_P013669" "ECs3388" "b2522"
"2353" "A_07_P013674" "ECs3389" "b2523"
"2354" "A_07_P013676" "ECs3390" "b2524"
"2355" "A_07_P013681" "ECs3391" "b2525"
"2356" "A_07_P013686" "ECs3164" "b2280"
"2357" "A_07_P013694" "ECs3165" "b2281"
"2358" "A_07_P013700" "ECs3166" "b2282"
"2359" "A_07_P013701" "ECs3167" "b2283"
"2360" "A_07_P013708" "ECs3168" "b2284"
"2361" "A_07_P013712" "ECs3169" "b2285"
"2362" "A_07_P013718" "ECs3170" "b2286"
"2363" "A_07_P013721" "ECs3171" "b2287"
"2364" "A_07_P013728" "ECs3172" "b2288"
"2365" "A_07_P013734" "ECs3173" "b2289"
"2366" "A_07_P013738" "ECs3174" "b2290"
"2371" "A_07_P013744" "ECs3175" "b2291"
"2372" "A_07_P013750" "ECs3176" "b2292"
"2373" "A_07_P013752" "ECs3177" "b2293"
"2374" "A_07_P013758" "ECs3178" "b2294"
"2375" "A_07_P013766" "ECs3180" "b2296"
"2376" "A_07_P013771" "ECs3181" "b2297"
"2377" "A_07_P013776" "ECs3182" "b2298"
"2378" "A_07_P013782" "ECs3183" "b2299"
"2379" "A_07_P013789" "ECs3184" "b2300"
"2380" "A_07_P013791" "ECs3185" "b2301"
"2381" "A_07_P013800" "ECs3186" "b2302"
"2382" "A_07_P013803" "ECs3187" "b2303"
"2383" "A_07_P013807" "ECs3188" "b2304"
"2384" "A_07_P013816" "ECs3190" "b2306"
"2385" "A_07_P013822" "ECs3191" "b2307"
"2386" "A_07_P013826" "ECs3192" "b2308"
"2387" "A_07_P013834" "ECs3193" "b2309"
"2388" "A_07_P013840" "ECs3194" "b2310"
"2389" "A_07_P013842" "ECs3195" "b2311"
"2390" "A_07_P013849" "ECs3196" "b2312"
"2391" "A_07_P013855" "ECs3197" "b2313"
"2392" "A_07_P013857" "ECs3198" "b2314"
"2393" "A_07_P013863" "ECs3199" "b2315"
"2394" "A_07_P013869" "ECs3200" "b2316"
"2395" "A_07_P013874" "ECs3201" "b2317"
"2396" "A_07_P013879" "ECs3202" "b2318"
"2397" "A_07_P013884" "ECs3203" "b2319"
"2398" "A_07_P013888" "ECs3204" "b2320"
"2399" "A_07_P013891" "ECs3205" "b2321"
"2400" "A_07_P013896" "ECs3206" "b2322"
"2401" "A_07_P013901" "ECs3207" "b2323"
"2402" "A_07_P013906" "ECs3208" "b2324"
"2403" "A_07_P013913" "ECs3209" "b2325"
"2404" "A_07_P013916" "ECs3210" "b2326"
"2405" "A_07_P013925" "ECs3211" "b2327"
"2406" "A_07_P013927" "ECs3212" "b2328"
"2407" "A_07_P013933" "ECs3213" "b2329"
"2408" "A_07_P013986" "ECs3223" "b2340"
"2409" "A_07_P013995" "ECs3224" "b2341"
"2410" "A_07_P014002" "ECs3226" "b2343"
"2411" "A_07_P014007" "ECs3227" "b2344"
"2412" "A_07_P014018" "ECs3229" "b2346"
"2413" "A_07_P014023" "ECs3230" "b2347"
"2414" "A_07_P014030" "ECs3231" "b2349"
"2415" "A_07_P014047" "ECs0281" "b2353"
"2416" "A_07_P014111" "ECs3245" "b2366"
"2417" "A_07_P014116" "ECs3246" "b2367"
"2418" "A_07_P014123" "ECs3247" "b2368"
"2419" "A_07_P014130" "ECs3248" "b2369"
"2420" "A_07_P014135" "ECs3249" "b2370"
"2421" "A_07_P014140" "ECs3250" "b2371"
"2422" "A_07_P014150" "ECs3253" "b2373"
"2423" "A_07_P014154" "ECs3254" "b2374"
"2424" "A_07_P014160" "ECs3255" "b2375"
"2425" "A_07_P014164" "ECs3256" "b2376"
"2426" "A_07_P014168" "ECs3257" "b2377"
"2427" "A_07_P014174" "ECs3258" "b2378"
"2428" "A_07_P014179" "ECs3259" "b2379"
"2429" "A_07_P014183" "ECs3260" "b2380"
"2430" "A_07_P014186" "ECs3261" "b2381"
"2431" "A_07_P014191" "ECs3262" "b2382"
"2432" "A_07_P014196" "ECs3263" "b2383"
"2433" "A_07_P014205" "ECs3264" "b2384"
"2434" "A_07_P014214" "ECs3266" "b2386"
"2435" "A_07_P014219" "ECs3267" "b2387"
"2436" "A_07_P014224" "ECs3268" "b2388"
"2437" "A_07_P014227" "ECs3269" "b2389"
"2438" "A_07_P014232" "ECs3270" "b2390"
"2439" "A_07_P014241" "ECs3271" "b2392"
"2440" "A_07_P014250" "ECs3272" "b2393"
"2441" "A_07_P014259" "ECs3273" "b2395"
"2442" "A_07_P014262" "ECs3274" "b2398"
"2443" "A_07_P014274" "ECs3278" "b2400"
"2444" "A_07_P014291" "ECs1833" "b1261"
"2445" "A_07_P014296" "ECs1834" "b1262"
"2446" "A_07_P014304" "ECs1835" "b1263"
"2447" "A_07_P014306" "ECs1836" "b1264"
"2448" "A_07_P014315" "ECs1838" "b1266"
"2449" "A_07_P014319" "ECs1839" "b1267"
"2450" "A_07_P014324" "ECs1840" "b1268"
"2451" "A_07_P014329" "ECs1841" "b1269"
"2452" "A_07_P014335" "ECs1842" "b1270"
"2453" "A_07_P014337" "ECs1843" "b1271"
"2454" "A_07_P014344" "ECs1844" "b1272"
"2459" "A_07_P014346" "ECs1845" "b1273"
"2460" "A_07_P014351" "ECs1846" "b1274"
"2461" "A_07_P014359" "ECs1847" "b1275"
"2462" "A_07_P014361" "ECs1849" "b1276"
"2463" "A_07_P014370" "ECs1850" "b1277"
"2464" "A_07_P014373" "ECs1851" "b1278"
"2465" "A_07_P014377" "ECs1852" "b1279"
"2466" "A_07_P014385" "ECs1853" "b1280"
"2467" "A_07_P014388" "ECs1854" "b1281"
"2468" "A_07_P014394" "ECs1855" "b1282"
"2469" "A_07_P014396" "ECs1856" "b1283"
"2470" "A_07_P014403" "ECs1857" "b1284"
"2471" "A_07_P014407" "ECs1858" "b1285"
"2472" "A_07_P014412" "ECs1859" "b1286"
"2473" "A_07_P014418" "ECs1860" "b1287"
"2474" "A_07_P014421" "ECs1861" "b1288"
"2475" "A_07_P014434" "ECs1867" "b1290"
"2476" "A_07_P014440" "ECs1868" "b1291"
"2477" "A_07_P014441" "ECs1869" "b1292"
"2478" "A_07_P014447" "ECs1870" "b1293"
"2479" "A_07_P014455" "ECs1871" "b1294"
"2480" "A_07_P014457" "ECs1872" "b1295"
"2481" "A_07_P014465" "ECs1873" "b1296"
"2482" "A_07_P014466" "ECs1874" "b1297"
"2483" "A_07_P014475" "ECs1875" "b1298"
"2484" "A_07_P014480" "ECs1876" "b1299"
"2485" "A_07_P014482" "ECs1877" "b1300"
"2486" "A_07_P014490" "ECs1878" "b1301"
"2487" "A_07_P014491" "ECs1879" "b1302"
"2488" "A_07_P014500" "ECs1880" "b1303"
"2489" "A_07_P014505" "ECs1881" "b1304"
"2490" "A_07_P014506" "ECs1882" "b1305"
"2491" "A_07_P014514" "ECs1883" "b1306"
"2492" "A_07_P014520" "ECs1884" "b1307"
"2493" "A_07_P014522" "ECs1885" "b1308"
"2495" "A_07_P014547" "ECs1892" "b1313"
"2496" "A_07_P014552" "ECs1893" "b1314"
"2497" "A_07_P014559" "ECs1894" "b1315"
"2498" "A_07_P014561" "ECs1895" "b1316"
"2499" "A_07_P014573" "ECs1897" "b1318"
"2500" "A_07_P014576" "ECs1898" "b1319"
"2501" "A_07_P014585" "ECs1899" "b1320"
"2502" "A_07_P014589" "ECs1900" "b1321"
"2503" "A_07_P014591" "ECs1901" "b1322"
"2504" "A_07_P014598" "ECs1902" "b1323"
"2505" "A_07_P014605" "ECs1903" "b1324"
"2506" "A_07_P014609" "ECs1904" "b1325"
"2507" "A_07_P014612" "ECs1905" "b1326"
"2508" "A_07_P014618" "ECs1909" "b1327"
"2509" "A_07_P014623" "ECs1910" "b1328"
"2510" "A_07_P014630" "ECs1911" "b1329"
"2511" "A_07_P014632" "ECs1912" "b1330"
"2512" "A_07_P014640" "ECs1913" "b1332"
"2513" "A_07_P014645" "ECs1914" "b1333"
"2514" "A_07_P014647" "ECs1915" "b1334"
"2515" "A_07_P014653" "ECs1916" "b1335"
"2516" "A_07_P014660" "ECs1917" "b1336"
"2517" "A_07_P014664" "ECs1921" "b1337"
"2518" "A_07_P014666" "ECs1922" "b1338"
"2519" "A_07_P014672" "ECs1923" "b1339"
"2520" "A_07_P014679" "ECs1924" "b1340"
"2521" "A_07_P014685" "ECs1925" "b1341"
"2522" "A_07_P014686" "ECs1926" "b1342"
"2523" "A_07_P014695" "ECs1927" "b1343"
"2524" "A_07_P014700" "ECs1928" "b1344"
"2525" "A_07_P014705" "ECs1929" "b1345"
"2526" "A_07_P014707" "ECs1930" "b1346"
"2527" "A_07_P014713" "ECs1931" "b1347"
"2528" "A_07_P014725" "ECs1933" "b1349"
"2529" "A_07_P014728" "ECs1934" "b1350"
"2530" "A_07_P014742" "ECs1937" "b1353"
"2531" "A_07_P014748" "ECs1939" "b1354"
"2532" "A_07_P014752" "ECs1940" "b1355"
"2533" "A_07_P014762" "ECs1507" "b1357"
"2534" "A_07_P014777" "ECs1945" "b1360"
"2535" "A_07_P014841" "ECs1651" "b1373"
"2536" "A_07_P014857" "ECs1997" "b1376"
"2537" "A_07_P014866" "ECs2000" "b1378"
"2538" "A_07_P014873" "ECs2001" "b1379"
"2539" "A_07_P014878" "ECs2002" "b1380"
"2540" "A_07_P014885" "ECs2003" "b1381"
"2541" "A_07_P014920" "ECs2616" "b1908"
"2542" "A_07_P014921" "ECs2650" "b1912"
"2543" "A_07_P014927" "ECs2651" "b1913"
"2544" "A_07_P014931" "ECs2652" "b1914"
"2545" "A_07_P014940" "ECs2653" "b1915"
"2546" "A_07_P014943" "ECs2654" "b1916"
"2547" "A_07_P014947" "ECs2655" "b1917"
"2548" "A_07_P014955" "ECs2656" "b1918"
"2549" "A_07_P014964" "ECs2659" "b1920"
"2550" "A_07_P014969" "ECs2660" "b1921"
"2551" "A_07_P014973" "ECs2661" "b1922"
"2552" "A_07_P014982" "ECs2663" "b1924"
"2553" "A_07_P014988" "ECs2664" "b1925"
"2554" "A_07_P014991" "ECs2665" "b1926"
"2555" "A_07_P014999" "ECs2666" "b1927"
"2556" "A_07_P015001" "ECs2667" "b1928"
"2557" "A_07_P015006" "ECs2668" "b1929"
"2558" "A_07_P015012" "ECs2669" "b1930"
"2559" "A_07_P015016" "ECs2670" "b1931"
"2560" "A_07_P015041" "ECs2675" "b1936"
"2561" "A_07_P015049" "ECs2676" "b1937"
"2562" "A_07_P015051" "ECs2677" "b1938"
"2563" "A_07_P015060" "ECs2678" "b1939"
"2564" "A_07_P015065" "ECs2679" "b1940"
"2565" "A_07_P015066" "ECs2680" "b1941"
"2566" "A_07_P015075" "ECs2681" "b1942"
"2567" "A_07_P015076" "ECs2682" "b1943"
"2568" "A_07_P015084" "ECs2683" "b1944"
"2569" "A_07_P015090" "ECs2684" "b1945"
"2570" "A_07_P015092" "ECs2685" "b1946"
"2571" "A_07_P015100" "ECs2686" "b1947"
"2572" "A_07_P015103" "ECs2687" "b1948"
"2573" "A_07_P015108" "ECs2688" "b1949"
"2574" "A_07_P015114" "ECs2689" "b1950"
"2575" "A_07_P015117" "ECs2690" "b1951"
"2576" "A_07_P015121" "ECs2691" "b1952"
"2577" "A_07_P015127" "ECs2692" "b1953"
"2578" "A_07_P015131" "ECs2693" "b1955"
"2579" "A_07_P015139" "ECs2694" "b1956"
"2584" "A_07_P015144" "ECs2695" "b1957"
"2585" "A_07_P015149" "ECs2696" "b1958"
"2586" "A_07_P015155" "ECs2697" "b1959"
"2587" "A_07_P015156" "ECs2698" "b1960"
"2588" "A_07_P015161" "ECs2699" "b1961"
"2589" "A_07_P015168" "ECs2700" "b1962"
"2590" "A_07_P015174" "ECs2701" "b1963"
"2591" "A_07_P015179" "ECs2702" "b1964"
"2592" "A_07_P015189" "ECs2703" "b1966"
"2593" "A_07_P015194" "ECs2705" "b1967"
"2594" "A_07_P015198" "ECs2706" "b1968"
"2595" "A_07_P015203" "ECs2707" "b1969"
"2596" "A_07_P015207" "ECs2708" "b1970"
"2597" "A_07_P015213" "ECs2709" "b1971"
"2598" "A_07_P015218" "ECs2710" "b1972"
"2599" "A_07_P015223" "ECs2711" "b1973"
"2600" "A_07_P015227" "ECs2712" "b1974"
"2601" "A_07_P015234" "ECs2774" "b1976"
"2602" "A_07_P015240" "ECs2776" "b1978"
"2603" "A_07_P015241" "ECs2777" "b1979"
"2604" "A_07_P015247" "ECs2777" "b1980"
"2605" "A_07_P015254" "ECs2778" "b1981"
"2606" "A_07_P015257" "ECs2779" "b1982"
"2607" "A_07_P015265" "ECs2780" "b1983"
"2608" "A_07_P015271" "ECs2783" "b1987"
"2609" "A_07_P015279" "ECs2784" "b1988"
"2610" "A_07_P015284" "ECs2785" "b1990"
"2611" "A_07_P015288" "ECs2786" "b1991"
"2612" "A_07_P015292" "ECs2787" "b1992"
"2613" "A_07_P015296" "ECs2788" "b1993"
"2614" "A_07_P015310" "ECs2792" "b1995"
"2615" "A_07_P015330" "ECs1396" "b2000"
"2616" "A_07_P015336" "ECs2803" "b2002"
"2617" "A_07_P015343" "ECs2804" "b2003"
"2618" "A_07_P015347" "ECs2805" "b2004"
"2619" "A_07_P015352" "ECs1406" "b2005"
"2620" "A_07_P015360" "ECs2807" "b2006"
"2621" "A_07_P015365" "ECs2809" "b2007"
"2622" "A_07_P015366" "ECs2810" "b2008"
"2627" "A_07_P015371" "ECs2811" "b2009"
"2628" "A_07_P015376" "ECs2812" "b2010"
"2629" "A_07_P015390" "ECs2814" "b2012"
"2630" "A_07_P015392" "ECs2815" "b2013"
"2631" "A_07_P015400" "ECs2816" "b2014"
"2632" "A_07_P015404" "ECs2817" "b2015"
"2633" "A_07_P015407" "ECs2818" "b2016"
"2634" "A_07_P015420" "ECs2820" "b2019"
"2635" "A_07_P015421" "ECs2821" "b2020"
"2636" "A_07_P015429" "ECs2822" "b2021"
"2637" "A_07_P015435" "ECs2823" "b2022"
"2638" "A_07_P015440" "ECs2824" "b2023"
"2639" "A_07_P015442" "ECs2825" "b2024"
"2640" "A_07_P015446" "ECs2826" "b2025"
"2641" "A_07_P015455" "ECs2827" "b2026"
"2642" "A_07_P015457" "ECs2828" "b2027"
"2643" "A_07_P015464" "ECs2829" "b2028"
"2644" "A_07_P015470" "ECs2830" "b2029"
"2645" "A_07_P015526" "ECs2846" "b2042"
"2646" "A_07_P015534" "ECs2848" "b2043"
"2647" "A_07_P015536" "ECs2849" "b2044"
"2648" "A_07_P015545" "ECs2850" "b2045"
"2649" "A_07_P015549" "ECs2851" "b2046"
"2650" "A_07_P015554" "ECs2852" "b2047"
"2651" "A_07_P015556" "ECs2853" "b2048"
"2652" "A_07_P015565" "ECs2854" "b2049"
"2653" "A_07_P015568" "ECs2484" "b1775"
"2654" "A_07_P015572" "ECs2485" "b1776"
"2655" "A_07_P015578" "ECs2486" "b1777"
"2656" "A_07_P015584" "ECs2487" "b1778"
"2657" "A_07_P015590" "ECs2488" "b1779"
"2658" "A_07_P015593" "ECs2489" "b1780"
"2659" "A_07_P015598" "ECs2490" "b1781"
"2660" "A_07_P015602" "ECs2491" "b1782"
"2661" "A_07_P015610" "ECs2492" "b1783"
"2662" "A_07_P015614" "ECs2493" "b1784"
"2663" "A_07_P015616" "ECs2494" "b1785"
"2664" "A_07_P015623" "ECs2495" "b1786"
"2665" "A_07_P015627" "ECs2496" "b1787"
"2666" "A_07_P015631" "ECs2497" "b1788"
"2667" "A_07_P015638" "ECs2498" "b1789"
"2668" "A_07_P015644" "ECs2499" "b1790"
"2669" "A_07_P015646" "ECs2500" "b1791"
"2670" "A_07_P015655" "ECs2501" "b1792"
"2671" "A_07_P015660" "ECs2502" "b1793"
"2672" "A_07_P015668" "ECs2504" "b1795"
"2673" "A_07_P015671" "ECs2505" "b1796"
"2674" "A_07_P015676" "ECs2506" "b1797"
"2675" "A_07_P015685" "ECs2507" "b1798"
"2676" "A_07_P015692" "ECs2509" "b1800"
"2677" "A_07_P015697" "ECs2510" "b1801"
"2678" "A_07_P015704" "ECs2511" "b1802"
"2679" "A_07_P015709" "ECs2512" "b1803"
"2680" "A_07_P015715" "ECs2513" "b1804"
"2681" "A_07_P015717" "ECs2514" "b1805"
"2682" "A_07_P015721" "ECs2515" "b1806"
"2683" "A_07_P015726" "ECs2516" "b1807"
"2684" "A_07_P015735" "ECs2517" "b1808"
"2685" "A_07_P015736" "ECs2518" "b1809"
"2686" "A_07_P015744" "ECs2519" "b1810"
"2687" "A_07_P015748" "ECs2520" "b1811"
"2688" "A_07_P015754" "ECs2521" "b1812"
"2689" "A_07_P015759" "ECs2522" "b1813"
"2690" "A_07_P015761" "ECs2523" "b1814"
"2691" "A_07_P015767" "ECs2524" "b1815"
"2692" "A_07_P015774" "ECs2525" "b1816"
"2693" "A_07_P015778" "ECs2527" "b1817"
"2694" "A_07_P015784" "ECs2528" "b1818"
"2695" "A_07_P015786" "ECs2529" "b1819"
"2696" "A_07_P015792" "ECs2530" "b1820"
"2697" "A_07_P015797" "ECs2531" "b1821"
"2698" "A_07_P015802" "ECs2532" "b1822"
"2699" "A_07_P015809" "ECs2533" "b1823"
"2700" "A_07_P015812" "ECs2535" "b1825"
"2701" "A_07_P015816" "ECs2537" "b1827"
"2702" "A_07_P015821" "ECs2538" "b1828"
"2703" "A_07_P015826" "ECs2539" "b1829"
"2704" "A_07_P015831" "ECs2540" "b1830"
"2705" "A_07_P015837" "ECs2542" "b1832"
"2706" "A_07_P015844" "ECs2543" "b1833"
"2707" "A_07_P015846" "ECs2544" "b1834"
"2708" "A_07_P015851" "ECs2545" "b1835"
"2709" "A_07_P015860" "ECs2546" "b1836"
"2710" "A_07_P015861" "ECs2547" "b1837"
"2711" "A_07_P015867" "ECs2548" "b1838"
"2712" "A_07_P015874" "ECs2549" "b1839"
"2713" "A_07_P015879" "ECs2550" "b1840"
"2714" "A_07_P015882" "ECs2551" "b1841"
"2715" "A_07_P015890" "ECs2552" "b1842"
"2716" "A_07_P015892" "ECs2553" "b1843"
"2717" "A_07_P015896" "ECs2554" "b1844"
"2718" "A_07_P015904" "ECs2555" "b1845"
"2719" "A_07_P015906" "ECs2556" "b1846"
"2720" "A_07_P015914" "ECs2557" "b1847"
"2721" "A_07_P015916" "ECs2558" "b1848"
"2722" "A_07_P015921" "ECs2559" "b1849"
"2723" "A_07_P015930" "ECs2560" "b1850"
"2724" "A_07_P015931" "ECs2561" "b1851"
"2725" "A_07_P015938" "ECs2562" "b1852"
"2726" "A_07_P015941" "ECs2563" "b1853"
"2727" "A_07_P015946" "ECs2564" "b1854"
"2728" "A_07_P015954" "ECs2565" "b1855"
"2729" "A_07_P015956" "ECs2566" "b1856"
"2730" "A_07_P015964" "ECs2567" "b1857"
"2731" "A_07_P015968" "ECs2568" "b1858"
"2732" "A_07_P015974" "ECs2569" "b1859"
"2733" "A_07_P015980" "ECs2570" "b1860"
"2734" "A_07_P015985" "ECs2571" "b1861"
"2735" "A_07_P015990" "ECs2572" "b1862"
"2736" "A_07_P015994" "ECs2573" "b1863"
"2737" "A_07_P015999" "ECs2574" "b1864"
"2738" "A_07_P016003" "ECs2575" "b1865"
"2743" "A_07_P016009" "ECs2576" "b1866"
"2744" "A_07_P016015" "ECs2577" "b1867"
"2745" "A_07_P016020" "ECs2578" "b1868"
"2746" "A_07_P016023" "ECs2579" "b1869"
"2747" "A_07_P016030" "ECs2580" "b1870"
"2748" "A_07_P016031" "ECs2581" "b1871"
"2749" "A_07_P016039" "ECs2582" "b1872"
"2750" "A_07_P016041" "ECs2583" "b1873"
"2751" "A_07_P016047" "ECs2584" "b1874"
"2752" "A_07_P016051" "ECs2585" "b1875"
"2753" "A_07_P016056" "ECs2586" "b1876"
"2754" "A_07_P016062" "ECs2587" "b1877"
"2755" "A_07_P016066" "ECs2588" "b1878"
"2756" "A_07_P016071" "ECs2589" "b1879"
"2757" "A_07_P016076" "ECs2590" "b1880"
"2758" "A_07_P016084" "ECs2591" "b1881"
"2759" "A_07_P016090" "ECs2592" "b1882"
"2760" "A_07_P016092" "ECs2593" "b1883"
"2765" "A_07_P016097" "ECs2594" "b1884"
"2766" "A_07_P016101" "ECs2595" "b1885"
"2767" "A_07_P016110" "ECs2596" "b1886"
"2768" "A_07_P016114" "ECs2597" "b1887"
"2769" "A_07_P016116" "ECs2598" "b1888"
"2770" "A_07_P016121" "ECs2599" "b1889"
"2771" "A_07_P016130" "ECs2600" "b1890"
"2772" "A_07_P016133" "ECs2601" "b1891"
"2773" "A_07_P016140" "ECs2602" "b1892"
"2774" "A_07_P016145" "ECs2603" "b1895"
"2775" "A_07_P016147" "ECs2604" "b1896"
"2776" "A_07_P016155" "ECs2605" "b1897"
"2777" "A_07_P016167" "ECs2608" "b1900"
"2778" "A_07_P016171" "ECs2609" "b1901"
"2779" "A_07_P016180" "ECs2610" "b1902"
"2780" "A_07_P016184" "ECs5464" "b1903"
"2781" "A_07_P016193" "ECs2613" "b1905"
"2782" "A_07_P016205" "ECs2615" "b1907"
"2783" "A_07_P016211" "ECs0538" "b0485"
"2784" "A_07_P016218" "ECs0539" "b0486"
"2785" "A_07_P016225" "ECs0545" "b0487"
"2786" "A_07_P016235" "ECs0552" "b0489"
"2787" "A_07_P016238" "ECs0553" "b0490"
"2788" "A_07_P016241" "ECs0554" "b0491"
"2789" "A_07_P016249" "ECs0555" "b0492"
"2790" "A_07_P016251" "ECs0556" "b0493"
"2791" "A_07_P016260" "ECs0558" "b0494"
"2792" "A_07_P016261" "ECs0557" "b0495"
"2793" "A_07_P016266" "ECs0559" "b0496"
"2794" "A_07_P016283" "ECs0560" "b0499"
"2795" "A_07_P016287" "ECs0561" "b0500"
"2796" "A_07_P016297" "ECs0563" "b0502"
"2797" "A_07_P016305" "ECs0564" "b0503"
"2798" "A_07_P016306" "ECs0565" "b0504"
"2799" "A_07_P016314" "ECs0566" "b0505"
"2800" "A_07_P016317" "ECs0567" "b0506"
"2801" "A_07_P016323" "ECs0568" "b0507"
"2802" "A_07_P016326" "ECs0569" "b0508"
"2803" "A_07_P016334" "ECs0570" "b0509"
"2804" "A_07_P016340" "ECs0571" "b0510"
"2805" "A_07_P016353" "ECs0575" "b0513"
"2806" "A_07_P016365" "ECs0577" "b0515"
"2807" "A_07_P016366" "ECs0578" "b0516"
"2808" "A_07_P016372" "ECs0579" "b0517"
"2809" "A_07_P016376" "ECs0580" "b0518"
"2810" "A_07_P016383" "ECs0581" "b0519"
"2811" "A_07_P016388" "ECs0582" "b0520"
"2812" "A_07_P016391" "ECs0583" "b0521"
"2813" "A_07_P016397" "ECs0584" "b0522"
"2814" "A_07_P016404" "ECs0585" "b0523"
"2815" "A_07_P016406" "ECs0586" "b0524"
"2816" "A_07_P016413" "ECs0587" "b0525"
"2817" "A_07_P016416" "ECs0588" "b0526"
"2818" "A_07_P016424" "ECs0589" "b0527"
"2819" "A_07_P016429" "ECs0590" "b0528"
"2820" "A_07_P016432" "ECs0591" "b0529"
"2821" "A_07_P016437" "ECs0592" "b0530"
"2822" "A_07_P016446" "ECs0594" "b0532"
"2823" "A_07_P016452" "ECs0595" "b0533"
"2824" "A_07_P016465" "ECs0597" "b0535"
"2825" "A_07_P016473" "ECs1174" "b0539"
"2826" "A_07_P016479" "ECs1174" "b0538"
"2827" "A_07_P016482" "ECs1614" "b0543"
"2828" "A_07_P016486" "ECs1615" "b0544"
"2829" "A_07_P016508" "ECs1617" "b0548"
"2830" "A_07_P016514" "ECs1618" "b0549"
"2831" "A_07_P016520" "ECs1619" "b0550"
"2832" "A_07_P016531" "ECs0818" "b0554"
"2833" "A_07_P016536" "ECs0819" "b0555"
"2834" "A_07_P016543" "ECs1623" "b0556"
"2835" "A_07_P016549" "ECs1217" "b0557"
"2836" "A_07_P016559" "ECs1627" "b0559"
"2837" "A_07_P016561" "ECs1629" "b0560"
"2838" "A_07_P016568" "ECs1630" "b0561"
"2839" "A_07_P016573" "ECs1656" "b0562"
"2840" "A_07_P016578" "ECs1657" "b0563"
"2841" "A_07_P016589" "ECs1663" "b0565"
"2842" "A_07_P016596" "ECs0599" "b0567"
"2843" "A_07_P016605" "ECs0600" "b0568"
"2844" "A_07_P016609" "ECs0601" "b0569"
"2845" "A_07_P016611" "ECs0608" "b0570"
"2846" "A_07_P016618" "ECs0609" "b0571"
"2847" "A_07_P016623" "ECs0610" "b0572"
"2848" "A_07_P016630" "ECs0611" "b0573"
