# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "/data/home/ecumunel/M2_internship/rnaseq_data/annotation/GCF_000008865.2_ASM886v2_genomic.gff" "-t" "gene" "-g" "locus_tag" "-o" "/data/home/ecumunel/M2_internship/rnaseq_data/featureCounts_results/trimmed_ERR2955748.tsv" "/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955748.sam" 
Geneid	Chr	Start	End	Strand	Length	/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955748.sam
ECs_1154	NC_002695.2	1241047	1241352	-	306	1779
ECs_1155	NC_002695.2	1241352	1242272	-	921	9501
ECs_1158	NC_002695.2	1244080	1245321	+	1242	5146
ECs_1159	NC_002695.2	1245359	1245586	-	228	9944
ECs_1160	NC_002695.2	1246182	1247492	-	1311	6408
ECs_1161	NC_002695.2	1247545	1247829	-	285	130
ECs_1162	NC_002695.2	1247915	1248214	-	300	77
ECs_1163	NC_002695.2	1248286	1248570	-	285	87
ECs_1164	NC_002695.2	1248563	1249186	-	624	181
ECs_1165	NC_002695.2	1249190	1249477	-	288	57
ECs_1166	NC_002695.2	1249479	1249697	-	219	42
ECs_1167	NC_002695.2	1249699	1249914	-	216	33
ECs_1168	NC_002695.2	1249916	1250104	-	189	131
ECs_1169	NC_002695.2	1250256	1251029	-	774	393
ECs_1170	NC_002695.2	1251026	1251247	-	222	34
ECs_1171	NC_002695.2	1251346	1251561	-	216	977
ECs_1172	NC_002695.2	1251638	1251829	-	192	554
ECs_1173	NC_002695.2	1251802	1251984	-	183	7
ECs_1174	NC_002695.2	1251981	1252661	-	681	57
ECs_1175	NC_002695.2	1252658	1253443	-	786	1769
ECs_1176	NC_002695.2	1253449	1253745	-	297	299
ECs_1177	NC_002695.2	1253820	1253963	-	144	9
ECs_1178	NC_002695.2	1253932	1254096	-	165	376
ECs_1179	NC_002695.2	1254169	1254537	-	369	1969
ECs_1180	NC_002695.2	1254720	1254971	-	252	79
ECs_1181	NC_002695.2	1255030	1255302	-	273	110
ECs_5705	NC_002695.2	1255280	1255462	-	183	111
ECs_1184	NC_002695.2	1256031	1256552	-	522	13414
ECs_1185	NC_002695.2	1257054	1257707	-	654	10759
ECs_1186	NC_002695.2	1257825	1258040	+	216	155
ECs_1187	NC_002695.2	1258182	1258478	+	297	145
ECs_1188	NC_002695.2	1258511	1258657	+	147	23
ECs_1189	NC_002695.2	1258650	1259549	+	900	229
ECs_1190	NC_002695.2	1259539	1260975	+	1437	395
ECs_1191	NC_002695.2	1260975	1261244	+	270	36
ECs_1192	NC_002695.2	1261315	1261593	+	279	45
ECs_1193	NC_002695.2	1261726	1261941	+	216	73
ECs_1194	NC_002695.2	1261952	1262188	+	237	34
ECs_1195	NC_002695.2	1262145	1262591	+	447	249
ECs_1196	NC_002695.2	1262588	1263115	+	528	14
ECs_1199	NC_002695.2	1263569	1264303	+	735	700
ECs_1200	NC_002695.2	1264378	1265100	+	723	31
ECs_1201	NC_002695.2	1265100	1265705	+	606	66
ECs_1202	NC_002695.2	1265702	1265896	+	195	6
ECs_1203	NC_002695.2	1265889	1266323	+	435	64
ECs_R0049	NC_002695.2	1266765	1266840	+	76	4425
ECs_R0050	NC_002695.2	1266850	1266926	+	77	2
ECs_R0051	NC_002695.2	1266940	1267016	+	77	1569
ECs_1205	NC_002695.2	1267107	1268066	+	960	239
ECs_1206	NC_002695.2	1268078	1268347	+	270	471
ECs_1207	NC_002695.2	1268834	1270738	+	1905	1972
ECs_1208	NC_002695.2	1270545	1271432	-	888	2092
ECs_1209	NC_002695.2	1271432	1271758	-	327	1148
ECs_5706	NC_002695.2	1271816	1272085	+	270	540
ECs_1210	NC_002695.2	1272220	1272399	+	180	82
ECs_1211	NC_002695.2	1272440	1272712	+	273	108
ECs_1212	NC_002695.2	1272789	1273004	+	216	57
ECs_1213	NC_002695.2	1273009	1273542	+	534	209
ECs_1214	NC_002695.2	1273813	1274382	+	570	188
ECs_5707	NC_002695.2	1274382	1274528	+	147	36
ECs_1215	NC_002695.2	1274536	1275000	+	465	120
ECs_1216	NC_002695.2	1274756	1274941	+	186	0
ECs_1217	NC_002695.2	1275032	1275325	-	294	3440
ECs_1218	NC_002695.2	1275475	1275678	+	204	116
ECs_1219	NC_002695.2	1275734	1276540	+	807	191
ECs_1220	NC_002695.2	1276521	1278227	+	1707	627
ECs_1221	NC_002695.2	1278227	1280371	+	2145	1868
ECs_1222	NC_002695.2	1280529	1281536	+	1008	426
ECs_1223	NC_002695.2	1281560	1282774	+	1215	979
ECs_1224	NC_002695.2	1282830	1283219	+	390	254
ECs_1225	NC_002695.2	1283269	1283730	+	462	167
ECs_1226	NC_002695.2	1283714	1284277	+	564	170
ECs_1227	NC_002695.2	1284277	1284927	+	651	306
ECs_1228	NC_002695.2	1284924	1286861	+	1938	393
ECs_1229	NC_002695.2	1286863	1287132	+	270	45
ECs_1230	NC_002695.2	1287272	1287460	+	189	212
ECs_1232	NC_002695.2	1287755	1289380	+	1626	1037
ECs_1233	NC_002695.2	1289377	1290645	+	1269	528
ECs_1234	NC_002695.2	1290660	1290938	+	279	66
ECs_1235	NC_002695.2	1290944	1291561	+	618	251
ECs_1236	NC_002695.2	1291652	1292386	+	735	682
ECs_1237	NC_002695.2	1292816	1293217	+	402	927
ECs_1238	NC_002695.2	1293311	1293967	+	657	82
ECs_1239	NC_002695.2	1293970	1294416	+	447	60
ECs_1240	NC_002695.2	1294426	1294677	+	252	49
ECs_1241	NC_002695.2	1294688	1295953	+	1266	492
ECs_1242	NC_002695.2	1296023	1304404	+	8382	6394
ECs_1244	NC_002695.2	1304955	1305299	-	345	12868
ECs_1245	NC_002695.2	1305419	1305631	-	213	15471
ECs_1246	NC_002695.2	1305865	1306260	-	396	377
ECs_1247	NC_002695.2	1306260	1306919	-	660	322
ECs_1248	NC_002695.2	1306940	1307158	-	219	69
ECs_1249	NC_002695.2	1307145	1307429	-	285	51
ECs_1250	NC_002695.2	1307426	1307647	-	222	32
ECs_1251	NC_002695.2	1307695	1308324	-	630	1414
ECs_1252	NC_002695.2	1309473	1310801	-	1329	702
ECs_1253	NC_002695.2	1310822	1311316	-	495	51
ECs_1254	NC_002695.2	1311327	1311917	-	591	90
ECs_1255	NC_002695.2	1311927	1312727	-	801	131
ECs_1256	NC_002695.2	1312735	1313121	-	387	71
ECs_1257	NC_002695.2	1313133	1313828	-	696	224
ECs_1258	NC_002695.2	1313825	1314916	-	1092	722
ECs_1259	NC_002695.2	1315204	1315842	+	639	1179
ECs_1260	NC_002695.2	1315882	1319844	-	3963	1443
ECs_1261	NC_002695.2	1320267	1321775	+	1509	1269
ECs_1262	NC_002695.2	1321924	1323267	-	1344	1222
ECs_1263	NC_002695.2	1324449	1325279	+	831	456
ECs_1264	NC_002695.2	1325337	1326464	+	1128	971
ECs_1265	NC_002695.2	1326470	1327741	+	1272	790
ECs_1266	NC_002695.2	1328085	1329149	+	1065	1492
ECs_1267	NC_002695.2	1329199	1329612	-	414	125
ECs_1268	NC_002695.2	1329614	1330939	-	1326	185
ECs_1269	NC_002695.2	1330932	1332950	-	2019	201
ECs_1270	NC_002695.2	1332959	1335382	-	2424	373
ECs_1271	NC_002695.2	1335969	1337327	+	1359	139
ECs_1272	NC_002695.2	1337425	1339035	+	1611	2167
ECs_1273	NC_002695.2	1339137	1339628	-	492	398
ECs_1274	NC_002695.2	1339633	1340445	-	813	1193
ECs_1275	NC_002695.2	1341133	1341915	+	783	144
ECs_1276	NC_002695.2	1342061	1342750	-	690	949
ECs_1277	NC_002695.2	1342747	1344081	-	1335	1914
ECs_1278	NC_002695.2	1344097	1346619	-	2523	867
ECs_1279	NC_002695.2	1346672	1347373	-	702	277
ECs_1280	NC_002695.2	1347459	1348019	-	561	107
ECs_1281	NC_002695.2	1348062	1348685	-	624	22
ECs_1282	NC_002695.2	1350076	1353888	+	3813	1047
ECs_1283	NC_002695.2	1353977	1355596	+	1620	38
ECs_1284	NC_002695.2	1355612	1355980	+	369	15
ECs_1285	NC_002695.2	1355994	1356755	+	762	38
ECs_1286	NC_002695.2	1356759	1357307	+	549	44
ECs_1287	NC_002695.2	1357329	1357610	+	282	20
ECs_1288	NC_002695.2	1357646	1358806	+	1161	170
ECs_1289	NC_002695.2	1358880	1361438	+	2559	454
ECs_1290	NC_002695.2	1361443	1362666	+	1224	337
ECs_1291	NC_002695.2	1362663	1363616	+	954	80
ECs_1292	NC_002695.2	1363627	1364334	+	708	78
ECs_1293	NC_002695.2	1364318	1364974	+	657	46
ECs_1294	NC_002695.2	1364975	1366285	+	1311	66
ECs_1295	NC_002695.2	1366294	1367082	+	789	14
ECs_1296	NC_002695.2	1367079	1368467	+	1389	137
ECs_1297	NC_002695.2	1368481	1369422	+	942	112
ECs_1298	NC_002695.2	1369419	1370405	+	987	100
ECs_1299	NC_002695.2	1370772	1371974	+	1203	259
ECs_1300	NC_002695.2	1372161	1373978	-	1818	505
ECs_1302	NC_002695.2	1375090	1375386	+	297	273
ECs_1303	NC_002695.2	1376029	1377414	+	1386	374
ECs_1304	NC_002695.2	1378235	1378798	+	564	45
ECs_1305	NC_002695.2	1378953	1381313	+	2361	2694
ECs_1307	NC_002695.2	1382070	1383608	-	1539	3143
ECs_1308	NC_002695.2	1383658	1384005	-	348	182
ECs_1309	NC_002695.2	1384002	1384382	-	381	252
ECs_1311	NC_002695.2	1384909	1385727	+	819	798
ECs_1312	NC_002695.2	1385840	1386379	+	540	277
ECs_1313	NC_002695.2	1386427	1386678	-	252	3
ECs_1314	NC_002695.2	1386702	1386992	-	291	7
ECs_1316	NC_002695.2	1387678	1388037	+	360	261
ECs_1317	NC_002695.2	1388130	1389749	-	1620	527
ECs_1319	NC_002695.2	1389974	1390249	-	276	177
ECs_1321	NC_002695.2	1390630	1391328	+	699	1237
ECs_1322	NC_002695.2	1391419	1391721	+	303	609
ECs_1323	NC_002695.2	1391730	1392050	+	321	491
ECs_1324	NC_002695.2	1392043	1393746	+	1704	3345
ECs_1325	NC_002695.2	1393756	1394220	+	465	454
ECs_1326	NC_002695.2	1394221	1394895	+	675	444
ECs_1327	NC_002695.2	1394907	1395524	+	618	777
ECs_1330	NC_002695.2	1396736	1396999	+	264	5117
ECs_1333	NC_002695.2	1398313	1398984	-	672	1025
ECs_1336	NC_002695.2	1400517	1401002	-	486	875
ECs_1337	NC_002695.2	1401322	1401747	+	426	295
ECs_1338	NC_002695.2	1401744	1402094	+	351	224
ECs_1339	NC_002695.2	1402125	1403738	+	1614	2368
ECs_1340	NC_002695.2	1403742	1404599	-	858	1886
ECs_1341	NC_002695.2	1404681	1405022	-	342	325
ECs_1342	NC_002695.2	1405009	1405338	-	330	398
ECs_1343	NC_002695.2	1405599	1406066	-	468	1439
ECs_1344	NC_002695.2	1406084	1407292	-	1209	2315
ECs_1345	NC_002695.2	1407303	1408259	-	957	1303
ECs_1346	NC_002695.2	1408259	1409338	-	1080	929
ECs_1348	NC_002695.2	1409340	1410113	-	774	364
ECs_1349	NC_002695.2	1410106	1411248	-	1143	326
ECs_1350	NC_002695.2	1411258	1412316	-	1059	408
ECs_1351	NC_002695.2	1412639	1413220	+	582	1674
ECs_1352	NC_002695.2	1413220	1414377	+	1158	2480
ECs_1353	NC_002695.2	1414400	1414855	+	456	1010
ECs_1354	NC_002695.2	1414878	1415918	+	1041	4782
ECs_1355	NC_002695.2	1415967	1416545	+	579	8238
ECs_1356	NC_002695.2	1416614	1417189	+	576	9097
ECs_1358	NC_002695.2	1417611	1417919	+	309	2551
ECs_1360	NC_002695.2	1418511	1420601	-	2091	890
ECs_1362	NC_002695.2	1422054	1422272	+	219	156
ECs_5708	NC_002695.2	1422905	1423240	+	336	101
ECs_1364	NC_002695.2	1424021	1424215	-	195	247
ECs_1365	NC_002695.2	1424267	1424446	-	180	296
ECs_1366	NC_002695.2	1424535	1424807	+	273	871
ECs_5414	NC_002695.2	1425372	1425569	+	198	125
ECs_1370	NC_002695.2	1426299	1427423	+	1125	242
ECs_1372	NC_002695.2	1427842	1428135	-	294	248
ECs_1373	NC_002695.2	1428264	1428539	-	276	725
ECs_1374	NC_002695.2	1428777	1429235	-	459	160
ECs_1376	NC_002695.2	1429693	1430202	+	510	491
ECs_1377	NC_002695.2	1430291	1430914	+	624	1022
ECs_1378	NC_002695.2	1431010	1431243	+	234	2675
ECs_5415	NC_002695.2	1431296	1431487	-	192	1258
ECs_1380	NC_002695.2	1432081	1432968	-	888	1268
ECs_1381	NC_002695.2	1432968	1433294	-	327	336
ECs_1382	NC_002695.2	1433475	1434521	+	1047	285
ECs_1386	NC_002695.2	1437943	1439175	+	1233	314
ECs_1387	NC_002695.2	1439160	1439798	+	639	72
ECs_1388	NC_002695.2	1439877	1440146	+	270	156
ECs_1389	NC_002695.2	1440167	1440811	+	645	66
ECs_5709	NC_002695.2	1441127	1441627	+	501	517
ECs_1393	NC_002695.2	1441811	1442236	+	426	271
ECs_1394	NC_002695.2	1442536	1442718	-	183	58
ECs_1395	NC_002695.2	1443047	1443919	+	873	77
ECs_1396	NC_002695.2	1444291	1447140	+	2850	1529
ECs_1397	NC_002695.2	1447251	1449635	+	2385	1262
ECs_1398	NC_002695.2	1449632	1450537	+	906	330
ECs_1399	NC_002695.2	1450534	1451604	+	1071	467
ECs_1401	NC_002695.2	1451944	1452762	+	819	77
ECs_1402	NC_002695.2	1452853	1453338	+	486	150
ECs_1403	NC_002695.2	1453354	1453830	+	477	250
ECs_1404	NC_002695.2	1453893	1454114	+	222	370
ECs_1405	NC_002695.2	1454277	1454651	+	375	323
ECs_1406	NC_002695.2	1454698	1455072	+	375	156
ECs_1407	NC_002695.2	1455069	1455560	+	492	494
ECs_1408	NC_002695.2	1455572	1455769	+	198	210
ECs_1409	NC_002695.2	1455854	1456696	+	843	1323
ECs_R0052	NC_002695.2	1456846	1456933	-	88	306
ECs_1410	NC_002695.2	1457167	1458105	+	939	4666
ECs_1411	NC_002695.2	1458160	1458897	+	738	8895
ECs_1412	NC_002695.2	1458921	1459475	+	555	7597
ECs_1413	NC_002695.2	1459547	1460068	+	522	5057
ECs_1414	NC_002695.2	1460132	1460965	-	834	717
ECs_1415	NC_002695.2	1460992	1461408	-	417	60
ECs_1416	NC_002695.2	1461433	1461822	-	390	107
ECs_1417	NC_002695.2	1461827	1462477	-	651	426
ECs_1419	NC_002695.2	1463231	1463686	+	456	22
ECs_1420	NC_002695.2	1463727	1464185	+	459	131
ECs_1421	NC_002695.2	1464244	1464576	+	333	75
ECs_1422	NC_002695.2	1464697	1465008	+	312	168
ECs_1423	NC_002695.2	1465103	1465636	+	534	1529
ECs_1424	NC_002695.2	1465578	1467059	+	1482	1745
ECs_1425	NC_002695.2	1467067	1468224	-	1158	2296
ECs_1426	NC_002695.2	1468650	1470152	+	1503	15250
ECs_1427	NC_002695.2	1470175	1472688	+	2514	20653
ECs_1428	NC_002695.2	1472861	1473088	+	228	1530
ECs_1429	NC_002695.2	1473089	1473463	-	375	2389
ECs_1432	NC_002695.2	1474944	1475864	-	921	3312
ECs_1433	NC_002695.2	1476089	1477141	+	1053	13368
ECs_1434	NC_002695.2	1477183	1477758	-	576	5541
ECs_1435	NC_002695.2	1477762	1478328	-	567	1185
ECs_1436	NC_002695.2	1478589	1478702	-	114	84
ECs_1437	NC_002695.2	1478750	1479868	-	1119	5956
ECs_1438	NC_002695.2	1479983	1480237	-	255	8810
ECs_1439	NC_002695.2	1480527	1480772	-	246	2994
ECs_1440	NC_002695.2	1480846	1481892	-	1047	18478
ECs_1441	NC_002695.2	1481998	1482558	-	561	5115
ECs_1442	NC_002695.2	1482692	1483339	-	648	8793
ECs_1443	NC_002695.2	1483403	1484611	-	1209	521
ECs_1444	NC_002695.2	1484847	1485431	+	585	1604
ECs_1445	NC_002695.2	1485442	1486089	+	648	1146
ECs_1446	NC_002695.2	1486091	1487014	+	924	1330
ECs_1447	NC_002695.2	1487124	1488659	+	1536	2729
ECs_1448	NC_002695.2	1488699	1489115	-	417	1384
ECs_1449	NC_002695.2	1489120	1489413	-	294	1249
ECs_1450	NC_002695.2	1489489	1490148	-	660	394
ECs_1451	NC_002695.2	1490303	1490719	+	417	110
ECs_1452	NC_002695.2	1490723	1491127	+	405	97
ECs_1453	NC_002695.2	1491139	1491834	+	696	303
ECs_1454	NC_002695.2	1491859	1493064	+	1206	854
ECs_1455	NC_002695.2	1493084	1493839	+	756	133
ECs_1456	NC_002695.2	1493977	1494759	+	783	299
ECs_1457	NC_002695.2	1494812	1495510	+	699	141
ECs_1458	NC_002695.2	1495522	1496619	+	1098	148
ECs_1459	NC_002695.2	1496619	1497560	+	942	173
ECs_1460	NC_002695.2	1497626	1499269	+	1644	2638
ECs_1461	NC_002695.2	1499281	1500234	+	954	3224
ECs_1462	NC_002695.2	1500429	1503614	-	3186	40845
ECs_1464	NC_002695.2	1504187	1505146	+	960	3775
ECs_1465	NC_002695.2	1505247	1505870	-	624	9613
ECs_1466	NC_002695.2	1506030	1506551	+	522	140210
ECs_1467	NC_002695.2	1506603	1506776	+	174	88933
ECs_1468	NC_002695.2	1506887	1507927	+	1041	30379
ECs_1469	NC_002695.2	1507995	1508948	+	954	8448
ECs_1470	NC_002695.2	1508964	1509893	+	930	18847
ECs_1471	NC_002695.2	1509906	1510640	+	735	57871
ECs_1472	NC_002695.2	1510851	1511087	+	237	135440
ECs_1473	NC_002695.2	1511175	1512416	+	1242	68230
ECs_1474	NC_002695.2	1512536	1513345	+	810	644
ECs_1475	NC_002695.2	1513348	1514370	+	1023	2582
ECs_1476	NC_002695.2	1514360	1515001	+	642	3468
ECs_1477	NC_002695.2	1514998	1516002	+	1005	6115
ECs_1478	NC_002695.2	1516013	1516810	+	798	15933
ECs_1479	NC_002695.2	1517105	1518538	+	1434	23306
ECs_1480	NC_002695.2	1518598	1520787	-	2190	1227
ECs_1481	NC_002695.2	1521133	1521492	+	360	6400
ECs_1482	NC_002695.2	1521495	1521872	+	378	5600
ECs_1483	NC_002695.2	1521886	1522527	+	642	6071
ECs_1484	NC_002695.2	1522508	1523332	+	825	1885
ECs_1485	NC_002695.2	1523343	1524368	+	1026	4120
ECs_1486	NC_002695.2	1524391	1524933	+	543	4479
ECs_1487	NC_002695.2	1525333	1526637	+	1305	2532
ECs_1488	NC_002695.2	1526864	1527403	+	540	5621
ECs_1489	NC_002695.2	1527465	1528160	-	696	1375
ECs_1490	NC_002695.2	1528338	1528595	+	258	1017
ECs_1491	NC_002695.2	1528678	1529637	-	960	7481
ECs_1492	NC_002695.2	1529784	1533278	-	3495	17436
ECs_1493	NC_002695.2	1533358	1534431	-	1074	314
ECs_1494	NC_002695.2	1534693	1535892	+	1200	4184
ECs_1495	NC_002695.2	1535885	1536586	+	702	2805
ECs_1496	NC_002695.2	1536592	1537830	+	1239	5290
ECs_1497	NC_002695.2	1537859	1538770	+	912	4622
ECs_1498	NC_002695.2	1538786	1539607	+	822	4264
ECs_1499	NC_002695.2	1539763	1540809	-	1047	16373
ECs_1500	NC_002695.2	1540806	1541600	-	795	5234
ECs_1501	NC_002695.2	1541767	1542885	-	1119	1065
ECs_1502	NC_002695.2	1542854	1543123	-	270	200
ECs_1503	NC_002695.2	1543185	1543529	-	345	486
ECs_1504	NC_002695.2	1543707	1544222	+	516	871
ECs_1505	NC_002695.2	1544337	1544567	-	231	276
ECs_1506	NC_002695.2	1544805	1545281	-	477	5069
ECs_1507	NC_002695.2	1545406	1545729	+	324	104
ECs_1508	NC_002695.2	1545713	1546138	+	426	93
ECs_1509	NC_002695.2	1546207	1547244	+	1038	157
ECs_1510	NC_002695.2	1547276	1547698	+	423	31
ECs_1511	NC_002695.2	1547732	1548448	+	717	80
ECs_1512	NC_002695.2	1548445	1548762	+	318	15
ECs_1513	NC_002695.2	1548759	1549061	+	303	35
ECs_1514	NC_002695.2	1549051	1549368	+	318	39
ECs_1515	NC_002695.2	1549322	1549639	+	318	31
ECs_1516	NC_002695.2	1549626	1550063	+	438	165
ECs_1517	NC_002695.2	1550065	1550256	+	192	44
ECs_1518	NC_002695.2	1550259	1550846	+	588	457
ECs_5710	NC_002695.2	1550962	1551066	+	105	475
ECs_1520	NC_002695.2	1551255	1551467	+	213	5071
ECs_1522	NC_002695.2	1551915	1552964	+	1050	483
ECs_1523	NC_002695.2	1552977	1553351	+	375	87
ECs_1524	NC_002695.2	1553348	1554169	+	822	1062
ECs_5711	NC_002695.2	1554623	1554769	+	147	461
ECs_5712	NC_002695.2	1554766	1554933	+	168	247
ECs_1527	NC_002695.2	1555248	1557185	+	1938	1372
ECs_1528	NC_002695.2	1557333	1557515	+	183	21
ECs_1529	NC_002695.2	1557553	1557822	+	270	25
ECs_1530	NC_002695.2	1557898	1558113	+	216	8
ECs_1531	NC_002695.2	1558118	1558462	+	345	69
ECs_1532	NC_002695.2	1558513	1559046	+	534	208
ECs_1533	NC_002695.2	1559317	1559886	+	570	205
ECs_5713	NC_002695.2	1559886	1560032	+	147	53
ECs_1534	NC_002695.2	1560040	1560507	+	468	115
ECs_1535	NC_002695.2	1560260	1560466	+	207	0
ECs_1536	NC_002695.2	1560531	1560755	+	225	244
ECs_1538	NC_002695.2	1561112	1561252	+	141	114
ECs_1539	NC_002695.2	1561475	1561564	+	90	356
ECs_1540	NC_002695.2	1561609	1561974	+	366	237
ECs_1541	NC_002695.2	1562264	1562827	+	564	209
ECs_1542	NC_002695.2	1562824	1564485	+	1662	426
ECs_1543	NC_002695.2	1564549	1566486	+	1938	434
ECs_5418	NC_002695.2	1566531	1566752	+	222	19
ECs_1544	NC_002695.2	1566698	1569199	+	2502	729
ECs_1545	NC_002695.2	1569279	1569605	+	327	65
ECs_1546	NC_002695.2	1569615	1569965	+	351	45
ECs_1547	NC_002695.2	1569962	1570408	+	447	78
ECs_1548	NC_002695.2	1570405	1570749	+	345	42
ECs_1549	NC_002695.2	1570808	1571524	+	717	253
ECs_1550	NC_002695.2	1571530	1571904	+	375	215
ECs_1551	NC_002695.2	1572000	1572209	+	210	117
ECs_1552	NC_002695.2	1572262	1575504	+	3243	475
ECs_1554	NC_002695.2	1575497	1575838	+	342	58
ECs_1555	NC_002695.2	1575838	1576536	+	699	1502
ECs_1556	NC_002695.2	1576553	1576807	-	255	2855
ECs_1557	NC_002695.2	1577330	1578208	+	879	717
ECs_1558	NC_002695.2	1578262	1578999	+	738	111
ECs_1559	NC_002695.2	1578996	1579181	+	186	10
ECs_5714	NC_002695.2	1579194	1579283	+	90	5
ECs_1560	NC_002695.2	1579303	1581651	+	2349	506
ECs_1561	NC_002695.2	1582242	1585643	+	3402	868
ECs_1563	NC_002695.2	1585812	1586261	+	450	427
ECs_1564	NC_002695.2	1586186	1587091	-	906	1610
ECs_1565	NC_002695.2	1587253	1587414	-	162	616
ECs_1567	NC_002695.2	1587952	1588227	-	276	532
ECs_1568	NC_002695.2	1588288	1589649	-	1362	1139
ECs_1570	NC_002695.2	1590013	1590876	-	864	5175
ECs_1571	NC_002695.2	1590860	1591996	-	1137	23651
ECs_1572	NC_002695.2	1592246	1593472	+	1227	8397
ECs_1573	NC_002695.2	1593521	1594642	-	1122	22514
ECs_1574	NC_002695.2	1594891	1596120	+	1230	928
ECs_1576	NC_002695.2	1596731	1597474	+	744	4277
ECs_1577	NC_002695.2	1597500	1597697	+	198	15
ECs_1578	NC_002695.2	1597690	1597875	+	186	11
ECs_1579	NC_002695.2	1597875	1598066	+	192	14
ECs_1580	NC_002695.2	1598056	1598298	+	243	35
ECs_1581	NC_002695.2	1598304	1598603	+	300	9
ECs_1582	NC_002695.2	1598600	1600732	+	2133	135
ECs_1586	NC_002695.2	1601103	1601354	+	252	27
ECs_1587	NC_002695.2	1601351	1601761	+	411	13
ECs_1588	NC_002695.2	1601772	1602044	+	273	25
ECs_1589	NC_002695.2	1602169	1602393	+	225	748
ECs_1590	NC_002695.2	1602686	1603843	+	1158	333
ECs_1591	NC_002695.2	1603883	1604455	+	573	97
ECs_1592	NC_002695.2	1604493	1605668	+	1176	267
ECs_1593	NC_002695.2	1605665	1606003	+	339	101
ECs_1594	NC_002695.2	1606000	1606296	+	297	62
ECs_1595	NC_002695.2	1606296	1606736	+	441	166
ECs_1597	NC_002695.2	1607026	1607382	+	357	265
ECs_1598	NC_002695.2	1607366	1609027	+	1662	1122
ECs_1599	NC_002695.2	1609041	1609322	+	282	406
ECs_1601	NC_002695.2	1610179	1611639	-	1461	9934
ECs_1602	NC_002695.2	1611639	1612310	-	672	8011
ECs_1603	NC_002695.2	1612479	1613849	-	1371	82721
ECs_1604	NC_002695.2	1613853	1614494	-	642	10007
ECs_1605	NC_002695.2	1614530	1615636	-	1107	45328
ECs_1606	NC_002695.2	1615690	1616151	-	462	4503
ECs_1607	NC_002695.2	1616161	1616814	-	654	3900
ECs_1608	NC_002695.2	1616986	1618236	+	1251	208980
ECs_1609	NC_002695.2	1618350	1619492	-	1143	434
ECs_1610	NC_002695.2	1619482	1619718	-	237	48
ECs_1611	NC_002695.2	1619822	1620646	+	825	601
ECs_1612	NC_002695.2	1620643	1621344	+	702	314
ECs_1613	NC_002695.2	1621341	1621643	+	303	109
ECs_1614	NC_002695.2	1621711	1622043	+	333	667
ECs_1615	NC_002695.2	1622288	1623814	+	1527	191
ECs_1616	NC_002695.2	1624316	1624771	+	456	116
ECs_1617	NC_002695.2	1624771	1624941	+	171	16
ECs_1618	NC_002695.2	1624934	1625224	+	291	56
ECs_1619	NC_002695.2	1625221	1625583	+	363	82
ECs_5715	NC_002695.2	1625580	1625720	+	141	13
ECs_1620	NC_002695.2	1625717	1626406	+	690	184
ECs_1621	NC_002695.2	1626728	1627033	+	306	139
ECs_1622	NC_002695.2	1627020	1627496	+	477	323
ECs_1623	NC_002695.2	1627493	1627954	+	462	125
ECs_1624	NC_002695.2	1627713	1627895	+	183	0
ECs_1625	NC_002695.2	1627986	1628279	-	294	1127
ECs_1626	NC_002695.2	1628571	1628981	-	411	24
ECs_1627	NC_002695.2	1629267	1629473	+	207	154
ECs_1629	NC_002695.2	1630221	1630766	+	546	118
ECs_1630	NC_002695.2	1630741	1632666	+	1926	442
ECs_1631	NC_002695.2	1632663	1632869	+	207	60
ECs_1632	NC_002695.2	1632866	1634467	+	1602	421
ECs_1633	NC_002695.2	1634448	1635767	+	1320	210
ECs_1634	NC_002695.2	1635777	1636109	+	333	72
ECs_1635	NC_002695.2	1636165	1637190	+	1026	220
ECs_1636	NC_002695.2	1637232	1637630	+	399	53
ECs_1637	NC_002695.2	1637642	1637995	+	354	69
ECs_1638	NC_002695.2	1638007	1638585	+	579	69
ECs_1639	NC_002695.2	1638582	1638977	+	396	165
ECs_1640	NC_002695.2	1638985	1639725	+	741	144
ECs_1641	NC_002695.2	1639741	1640163	+	423	163
ECs_1642	NC_002695.2	1640145	1640579	+	435	50
ECs_1643	NC_002695.2	1640572	1643121	+	2550	502
ECs_1644	NC_002695.2	1643118	1643447	+	330	64
ECs_1645	NC_002695.2	1643447	1644145	+	699	164
ECs_1646	NC_002695.2	1644151	1644894	+	744	44
ECs_1647	NC_002695.2	1644891	1645463	+	573	88
ECs_1648	NC_002695.2	1645524	1648922	+	3399	1485
ECs_1649	NC_002695.2	1648989	1649588	+	600	158
ECs_1650	NC_002695.2	1649653	1652568	+	2916	741
ECs_1651	NC_002695.2	1652568	1653149	+	582	226
ECs_1652	NC_002695.2	1653269	1654159	-	891	8893
ECs_1653	NC_002695.2	1654178	1654684	-	507	5123
ECs_1654	NC_002695.2	1654721	1655221	-	501	6924
ECs_1655	NC_002695.2	1655300	1655482	-	183	10016
ECs_1656	NC_002695.2	1655980	1656648	-	669	3920
ECs_1657	NC_002695.2	1656705	1656953	+	249	147
ECs_1658	NC_002695.2	1657029	1657409	+	381	246
