# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "/data/home/ecumunel/M2_internship/rnaseq_data/annotation/GCF_000008865.2_ASM886v2_genomic.gff" "-t" "gene" "-g" "locus_tag" "-o" "/data/home/ecumunel/M2_internship/rnaseq_data/featureCounts_results/trimmed_ERR2955747.tsv" "/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955747.sam" 
Geneid	Chr	Start	End	Strand	Length	/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955747.sam
ECs_1281	NC_002695.2	1348062	1348685	-	624	9
ECs_1282	NC_002695.2	1350076	1353888	+	3813	1329
ECs_1283	NC_002695.2	1353977	1355596	+	1620	38
ECs_1284	NC_002695.2	1355612	1355980	+	369	11
ECs_1285	NC_002695.2	1355994	1356755	+	762	45
ECs_1286	NC_002695.2	1356759	1357307	+	549	25
ECs_1287	NC_002695.2	1357329	1357610	+	282	14
ECs_1288	NC_002695.2	1357646	1358806	+	1161	215
ECs_1289	NC_002695.2	1358880	1361438	+	2559	402
ECs_1290	NC_002695.2	1361443	1362666	+	1224	366
ECs_1291	NC_002695.2	1362663	1363616	+	954	116
ECs_1292	NC_002695.2	1363627	1364334	+	708	52
ECs_1293	NC_002695.2	1364318	1364974	+	657	69
ECs_1294	NC_002695.2	1364975	1366285	+	1311	69
ECs_1295	NC_002695.2	1366294	1367082	+	789	21
ECs_1296	NC_002695.2	1367079	1368467	+	1389	121
ECs_1297	NC_002695.2	1368481	1369422	+	942	93
ECs_1298	NC_002695.2	1369419	1370405	+	987	113
ECs_1299	NC_002695.2	1370772	1371974	+	1203	410
ECs_1300	NC_002695.2	1372161	1373978	-	1818	458
ECs_1302	NC_002695.2	1375090	1375386	+	297	239
ECs_1303	NC_002695.2	1376029	1377414	+	1386	357
ECs_1304	NC_002695.2	1378235	1378798	+	564	41
ECs_1305	NC_002695.2	1378953	1381313	+	2361	2426
ECs_1307	NC_002695.2	1382070	1383608	-	1539	3097
ECs_1308	NC_002695.2	1383658	1384005	-	348	168
ECs_1309	NC_002695.2	1384002	1384382	-	381	222
ECs_1311	NC_002695.2	1384909	1385727	+	819	648
ECs_1312	NC_002695.2	1385840	1386379	+	540	247
ECs_1313	NC_002695.2	1386427	1386678	-	252	31
ECs_1314	NC_002695.2	1386702	1386992	-	291	21
ECs_1316	NC_002695.2	1387678	1388037	+	360	256
ECs_1317	NC_002695.2	1388130	1389749	-	1620	518
ECs_1319	NC_002695.2	1389974	1390249	-	276	254
ECs_1321	NC_002695.2	1390630	1391328	+	699	1167
ECs_1322	NC_002695.2	1391419	1391721	+	303	511
ECs_1323	NC_002695.2	1391730	1392050	+	321	492
ECs_1324	NC_002695.2	1392043	1393746	+	1704	3546
ECs_1325	NC_002695.2	1393756	1394220	+	465	474
ECs_1326	NC_002695.2	1394221	1394895	+	675	575
ECs_1327	NC_002695.2	1394907	1395524	+	618	666
ECs_1330	NC_002695.2	1396736	1396999	+	264	4289
ECs_1333	NC_002695.2	1398313	1398984	-	672	748
ECs_1336	NC_002695.2	1400517	1401002	-	486	836
ECs_1337	NC_002695.2	1401322	1401747	+	426	300
ECs_1338	NC_002695.2	1401744	1402094	+	351	129
ECs_1339	NC_002695.2	1402125	1403738	+	1614	2173
ECs_1340	NC_002695.2	1403742	1404599	-	858	1438
ECs_1341	NC_002695.2	1404681	1405022	-	342	355
ECs_1342	NC_002695.2	1405009	1405338	-	330	413
ECs_1343	NC_002695.2	1405599	1406066	-	468	1079
ECs_1344	NC_002695.2	1406084	1407292	-	1209	1940
ECs_1345	NC_002695.2	1407303	1408259	-	957	1061
ECs_1346	NC_002695.2	1408259	1409338	-	1080	799
ECs_1348	NC_002695.2	1409340	1410113	-	774	351
ECs_1349	NC_002695.2	1410106	1411248	-	1143	381
ECs_1350	NC_002695.2	1411258	1412316	-	1059	442
ECs_1351	NC_002695.2	1412639	1413220	+	582	1416
ECs_1352	NC_002695.2	1413220	1414377	+	1158	2076
ECs_1353	NC_002695.2	1414400	1414855	+	456	808
ECs_1354	NC_002695.2	1414878	1415918	+	1041	3973
ECs_1355	NC_002695.2	1415967	1416545	+	579	6766
ECs_1356	NC_002695.2	1416614	1417189	+	576	7598
ECs_1358	NC_002695.2	1417611	1417919	+	309	2223
ECs_1360	NC_002695.2	1418511	1420601	-	2091	940
ECs_1362	NC_002695.2	1422054	1422272	+	219	138
ECs_5708	NC_002695.2	1422905	1423240	+	336	90
ECs_1364	NC_002695.2	1424021	1424215	-	195	201
ECs_1365	NC_002695.2	1424267	1424446	-	180	310
ECs_1366	NC_002695.2	1424535	1424807	+	273	765
ECs_5414	NC_002695.2	1425372	1425569	+	198	179
ECs_1370	NC_002695.2	1426299	1427423	+	1125	245
ECs_1372	NC_002695.2	1427842	1428135	-	294	203
ECs_1373	NC_002695.2	1428264	1428539	-	276	579
ECs_1374	NC_002695.2	1428777	1429235	-	459	173
ECs_1376	NC_002695.2	1429693	1430202	+	510	473
ECs_1377	NC_002695.2	1430291	1430914	+	624	889
ECs_1378	NC_002695.2	1431010	1431243	+	234	2135
ECs_5415	NC_002695.2	1431296	1431487	-	192	1043
ECs_1380	NC_002695.2	1432081	1432968	-	888	1227
ECs_1381	NC_002695.2	1432968	1433294	-	327	275
ECs_1382	NC_002695.2	1433475	1434521	+	1047	306
ECs_1386	NC_002695.2	1437943	1439175	+	1233	244
ECs_1387	NC_002695.2	1439160	1439798	+	639	115
ECs_1388	NC_002695.2	1439877	1440146	+	270	135
ECs_1389	NC_002695.2	1440167	1440811	+	645	126
ECs_5709	NC_002695.2	1441127	1441627	+	501	352
ECs_1393	NC_002695.2	1441811	1442236	+	426	197
ECs_1394	NC_002695.2	1442536	1442718	-	183	48
ECs_1395	NC_002695.2	1443047	1443919	+	873	47
ECs_1396	NC_002695.2	1444291	1447140	+	2850	1323
ECs_1397	NC_002695.2	1447251	1449635	+	2385	1184
ECs_1398	NC_002695.2	1449632	1450537	+	906	408
ECs_1399	NC_002695.2	1450534	1451604	+	1071	500
ECs_1401	NC_002695.2	1451944	1452762	+	819	63
ECs_1402	NC_002695.2	1452853	1453338	+	486	132
ECs_1403	NC_002695.2	1453354	1453830	+	477	216
ECs_1404	NC_002695.2	1453893	1454114	+	222	267
ECs_1405	NC_002695.2	1454277	1454651	+	375	342
ECs_1406	NC_002695.2	1454698	1455072	+	375	109
ECs_1407	NC_002695.2	1455069	1455560	+	492	357
ECs_1408	NC_002695.2	1455572	1455769	+	198	192
ECs_1409	NC_002695.2	1455854	1456696	+	843	1202
ECs_R0052	NC_002695.2	1456846	1456933	-	88	256
ECs_1410	NC_002695.2	1457167	1458105	+	939	3896
ECs_1411	NC_002695.2	1458160	1458897	+	738	8470
ECs_1412	NC_002695.2	1458921	1459475	+	555	7174
ECs_1413	NC_002695.2	1459547	1460068	+	522	4936
ECs_1414	NC_002695.2	1460132	1460965	-	834	595
ECs_1415	NC_002695.2	1460992	1461408	-	417	57
ECs_1416	NC_002695.2	1461433	1461822	-	390	83
ECs_1417	NC_002695.2	1461827	1462477	-	651	405
ECs_1419	NC_002695.2	1463231	1463686	+	456	35
ECs_1420	NC_002695.2	1463727	1464185	+	459	90
ECs_1421	NC_002695.2	1464244	1464576	+	333	75
ECs_1422	NC_002695.2	1464697	1465008	+	312	174
ECs_1423	NC_002695.2	1465103	1465636	+	534	1367
ECs_1424	NC_002695.2	1465578	1467059	+	1482	1856
ECs_1425	NC_002695.2	1467067	1468224	-	1158	2213
ECs_1426	NC_002695.2	1468650	1470152	+	1503	15792
ECs_1427	NC_002695.2	1470175	1472688	+	2514	20846
ECs_1428	NC_002695.2	1472861	1473088	+	228	1674
ECs_1429	NC_002695.2	1473089	1473463	-	375	3230
ECs_1432	NC_002695.2	1474944	1475864	-	921	5298
ECs_1433	NC_002695.2	1476089	1477141	+	1053	13977
ECs_1434	NC_002695.2	1477183	1477758	-	576	4689
ECs_1435	NC_002695.2	1477762	1478328	-	567	1313
ECs_1436	NC_002695.2	1478589	1478702	-	114	72
ECs_1437	NC_002695.2	1478750	1479868	-	1119	4726
ECs_1438	NC_002695.2	1479983	1480237	-	255	8287
ECs_1439	NC_002695.2	1480527	1480772	-	246	2840
ECs_1440	NC_002695.2	1480846	1481892	-	1047	20149
ECs_1441	NC_002695.2	1481998	1482558	-	561	4285
ECs_1442	NC_002695.2	1482692	1483339	-	648	7595
ECs_1443	NC_002695.2	1483403	1484611	-	1209	647
ECs_1444	NC_002695.2	1484847	1485431	+	585	1388
ECs_1445	NC_002695.2	1485442	1486089	+	648	1104
ECs_1446	NC_002695.2	1486091	1487014	+	924	1565
ECs_1447	NC_002695.2	1487124	1488659	+	1536	2722
ECs_1448	NC_002695.2	1488699	1489115	-	417	1030
ECs_1449	NC_002695.2	1489120	1489413	-	294	810
ECs_1450	NC_002695.2	1489489	1490148	-	660	419
ECs_1451	NC_002695.2	1490303	1490719	+	417	66
ECs_1452	NC_002695.2	1490723	1491127	+	405	60
ECs_1453	NC_002695.2	1491139	1491834	+	696	213
ECs_1454	NC_002695.2	1491859	1493064	+	1206	667
ECs_1455	NC_002695.2	1493084	1493839	+	756	158
ECs_1456	NC_002695.2	1493977	1494759	+	783	218
ECs_1457	NC_002695.2	1494812	1495510	+	699	92
ECs_1458	NC_002695.2	1495522	1496619	+	1098	161
ECs_1459	NC_002695.2	1496619	1497560	+	942	103
ECs_1460	NC_002695.2	1497626	1499269	+	1644	1675
ECs_1461	NC_002695.2	1499281	1500234	+	954	2126
ECs_1462	NC_002695.2	1500429	1503614	-	3186	37993
ECs_1464	NC_002695.2	1504187	1505146	+	960	4704
ECs_1465	NC_002695.2	1505247	1505870	-	624	8191
ECs_1466	NC_002695.2	1506030	1506551	+	522	117662
ECs_1467	NC_002695.2	1506603	1506776	+	174	74436
ECs_1468	NC_002695.2	1506887	1507927	+	1041	28271
ECs_1469	NC_002695.2	1507995	1508948	+	954	14967
ECs_1470	NC_002695.2	1508964	1509893	+	930	23228
ECs_1471	NC_002695.2	1509906	1510640	+	735	63651
ECs_1472	NC_002695.2	1510851	1511087	+	237	123605
ECs_1473	NC_002695.2	1511175	1512416	+	1242	68051
ECs_1474	NC_002695.2	1512536	1513345	+	810	1058
ECs_1475	NC_002695.2	1513348	1514370	+	1023	2361
ECs_1476	NC_002695.2	1514360	1515001	+	642	3168
ECs_1477	NC_002695.2	1514998	1516002	+	1005	5185
ECs_1478	NC_002695.2	1516013	1516810	+	798	13733
ECs_1479	NC_002695.2	1517105	1518538	+	1434	22605
ECs_1480	NC_002695.2	1518598	1520787	-	2190	1083
ECs_1481	NC_002695.2	1521133	1521492	+	360	5221
ECs_1482	NC_002695.2	1521495	1521872	+	378	4667
ECs_1483	NC_002695.2	1521886	1522527	+	642	6085
ECs_1484	NC_002695.2	1522508	1523332	+	825	1795
ECs_1485	NC_002695.2	1523343	1524368	+	1026	4254
ECs_1486	NC_002695.2	1524391	1524933	+	543	4111
ECs_1487	NC_002695.2	1525333	1526637	+	1305	3337
ECs_1488	NC_002695.2	1526864	1527403	+	540	3778
ECs_1489	NC_002695.2	1527465	1528160	-	696	1435
ECs_1490	NC_002695.2	1528338	1528595	+	258	864
ECs_1491	NC_002695.2	1528678	1529637	-	960	8483
ECs_1492	NC_002695.2	1529784	1533278	-	3495	18635
ECs_1493	NC_002695.2	1533358	1534431	-	1074	213
ECs_1494	NC_002695.2	1534693	1535892	+	1200	4208
ECs_1495	NC_002695.2	1535885	1536586	+	702	3304
ECs_1496	NC_002695.2	1536592	1537830	+	1239	5079
ECs_1497	NC_002695.2	1537859	1538770	+	912	4399
ECs_1498	NC_002695.2	1538786	1539607	+	822	4639
ECs_1499	NC_002695.2	1539763	1540809	-	1047	15850
ECs_1500	NC_002695.2	1540806	1541600	-	795	5019
ECs_1501	NC_002695.2	1541767	1542885	-	1119	856
ECs_1502	NC_002695.2	1542854	1543123	-	270	185
ECs_1503	NC_002695.2	1543185	1543529	-	345	473
ECs_1504	NC_002695.2	1543707	1544222	+	516	699
ECs_1505	NC_002695.2	1544337	1544567	-	231	247
ECs_1506	NC_002695.2	1544805	1545281	-	477	4224
ECs_1507	NC_002695.2	1545406	1545729	+	324	68
ECs_1508	NC_002695.2	1545713	1546138	+	426	93
ECs_1509	NC_002695.2	1546207	1547244	+	1038	185
ECs_1510	NC_002695.2	1547276	1547698	+	423	48
ECs_1511	NC_002695.2	1547732	1548448	+	717	63
ECs_1512	NC_002695.2	1548445	1548762	+	318	28
ECs_1513	NC_002695.2	1548759	1549061	+	303	29
ECs_1514	NC_002695.2	1549051	1549368	+	318	28
ECs_1515	NC_002695.2	1549322	1549639	+	318	64
ECs_1516	NC_002695.2	1549626	1550063	+	438	199
ECs_1517	NC_002695.2	1550065	1550256	+	192	40
ECs_1518	NC_002695.2	1550259	1550846	+	588	380
ECs_5710	NC_002695.2	1550962	1551066	+	105	404
ECs_1520	NC_002695.2	1551255	1551467	+	213	4453
ECs_1522	NC_002695.2	1551915	1552964	+	1050	352
ECs_1523	NC_002695.2	1552977	1553351	+	375	72
ECs_1524	NC_002695.2	1553348	1554169	+	822	897
ECs_5711	NC_002695.2	1554623	1554769	+	147	465
ECs_5712	NC_002695.2	1554766	1554933	+	168	291
ECs_1527	NC_002695.2	1555248	1557185	+	1938	1286
ECs_1528	NC_002695.2	1557333	1557515	+	183	35
ECs_1529	NC_002695.2	1557553	1557822	+	270	25
ECs_1530	NC_002695.2	1557898	1558113	+	216	27
ECs_1531	NC_002695.2	1558118	1558462	+	345	63
ECs_1532	NC_002695.2	1558513	1559046	+	534	169
ECs_1533	NC_002695.2	1559317	1559886	+	570	155
ECs_5713	NC_002695.2	1559886	1560032	+	147	36
ECs_1534	NC_002695.2	1560040	1560507	+	468	139
ECs_1535	NC_002695.2	1560260	1560466	+	207	0
ECs_1536	NC_002695.2	1560531	1560755	+	225	247
ECs_1538	NC_002695.2	1561112	1561252	+	141	138
ECs_1539	NC_002695.2	1561475	1561564	+	90	385
ECs_1540	NC_002695.2	1561609	1561974	+	366	395
ECs_1541	NC_002695.2	1562264	1562827	+	564	211
ECs_1542	NC_002695.2	1562824	1564485	+	1662	536
ECs_1543	NC_002695.2	1564549	1566486	+	1938	508
ECs_5418	NC_002695.2	1566531	1566752	+	222	28
ECs_1544	NC_002695.2	1566698	1569199	+	2502	864
ECs_1545	NC_002695.2	1569279	1569605	+	327	116
ECs_1546	NC_002695.2	1569615	1569965	+	351	103
ECs_1547	NC_002695.2	1569962	1570408	+	447	175
ECs_1548	NC_002695.2	1570405	1570749	+	345	102
ECs_1549	NC_002695.2	1570808	1571524	+	717	295
ECs_1550	NC_002695.2	1571530	1571904	+	375	330
ECs_1551	NC_002695.2	1572000	1572209	+	210	184
ECs_1552	NC_002695.2	1572262	1575504	+	3243	630
ECs_1554	NC_002695.2	1575497	1575838	+	342	68
ECs_1555	NC_002695.2	1575838	1576536	+	699	1469
ECs_1556	NC_002695.2	1576553	1576807	-	255	2532
ECs_1557	NC_002695.2	1577330	1578208	+	879	647
ECs_1558	NC_002695.2	1578262	1578999	+	738	152
ECs_1559	NC_002695.2	1578996	1579181	+	186	25
ECs_5714	NC_002695.2	1579194	1579283	+	90	2
ECs_1560	NC_002695.2	1579303	1581651	+	2349	406
ECs_1561	NC_002695.2	1582242	1585643	+	3402	814
ECs_1563	NC_002695.2	1585812	1586261	+	450	398
ECs_1564	NC_002695.2	1586186	1587091	-	906	1438
ECs_1565	NC_002695.2	1587253	1587414	-	162	580
ECs_1567	NC_002695.2	1587952	1588227	-	276	515
ECs_1568	NC_002695.2	1588288	1589649	-	1362	1006
ECs_1570	NC_002695.2	1590013	1590876	-	864	4779
ECs_1571	NC_002695.2	1590860	1591996	-	1137	19837
ECs_1572	NC_002695.2	1592246	1593472	+	1227	7748
ECs_1573	NC_002695.2	1593521	1594642	-	1122	20863
ECs_1574	NC_002695.2	1594891	1596120	+	1230	1011
ECs_1576	NC_002695.2	1596731	1597474	+	744	3650
ECs_1577	NC_002695.2	1597500	1597697	+	198	24
ECs_1578	NC_002695.2	1597690	1597875	+	186	21
ECs_1579	NC_002695.2	1597875	1598066	+	192	7
ECs_1580	NC_002695.2	1598056	1598298	+	243	24
ECs_1581	NC_002695.2	1598304	1598603	+	300	6
ECs_1582	NC_002695.2	1598600	1600732	+	2133	189
ECs_1586	NC_002695.2	1601103	1601354	+	252	27
ECs_1587	NC_002695.2	1601351	1601761	+	411	30
ECs_1588	NC_002695.2	1601772	1602044	+	273	30
ECs_1589	NC_002695.2	1602169	1602393	+	225	605
ECs_1590	NC_002695.2	1602686	1603843	+	1158	433
ECs_1591	NC_002695.2	1603883	1604455	+	573	148
ECs_1592	NC_002695.2	1604493	1605668	+	1176	375
ECs_1593	NC_002695.2	1605665	1606003	+	339	109
ECs_1594	NC_002695.2	1606000	1606296	+	297	80
ECs_1595	NC_002695.2	1606296	1606736	+	441	153
ECs_1597	NC_002695.2	1607026	1607382	+	357	218
ECs_1598	NC_002695.2	1607366	1609027	+	1662	1357
ECs_1599	NC_002695.2	1609041	1609322	+	282	396
ECs_1601	NC_002695.2	1610179	1611639	-	1461	9114
ECs_1602	NC_002695.2	1611639	1612310	-	672	8501
ECs_1603	NC_002695.2	1612479	1613849	-	1371	83028
ECs_1604	NC_002695.2	1613853	1614494	-	642	10915
ECs_1605	NC_002695.2	1614530	1615636	-	1107	39561
ECs_1606	NC_002695.2	1615690	1616151	-	462	4439
ECs_1607	NC_002695.2	1616161	1616814	-	654	4180
ECs_1608	NC_002695.2	1616986	1618236	+	1251	220543
ECs_1609	NC_002695.2	1618350	1619492	-	1143	397
ECs_1610	NC_002695.2	1619482	1619718	-	237	31
ECs_1611	NC_002695.2	1619822	1620646	+	825	609
ECs_1612	NC_002695.2	1620643	1621344	+	702	294
ECs_1613	NC_002695.2	1621341	1621643	+	303	88
ECs_1614	NC_002695.2	1621711	1622043	+	333	547
ECs_1615	NC_002695.2	1622288	1623814	+	1527	214
ECs_1616	NC_002695.2	1624316	1624771	+	456	121
ECs_1617	NC_002695.2	1624771	1624941	+	171	20
ECs_1618	NC_002695.2	1624934	1625224	+	291	44
ECs_1619	NC_002695.2	1625221	1625583	+	363	78
ECs_5715	NC_002695.2	1625580	1625720	+	141	11
ECs_1620	NC_002695.2	1625717	1626406	+	690	170
ECs_1621	NC_002695.2	1626728	1627033	+	306	127
ECs_1622	NC_002695.2	1627020	1627496	+	477	218
ECs_1623	NC_002695.2	1627493	1627954	+	462	121
ECs_1624	NC_002695.2	1627713	1627895	+	183	0
ECs_1625	NC_002695.2	1627986	1628279	-	294	804
ECs_1626	NC_002695.2	1628571	1628981	-	411	33
ECs_1627	NC_002695.2	1629267	1629473	+	207	126
ECs_1629	NC_002695.2	1630221	1630766	+	546	159
ECs_1630	NC_002695.2	1630741	1632666	+	1926	484
ECs_1631	NC_002695.2	1632663	1632869	+	207	42
ECs_1632	NC_002695.2	1632866	1634467	+	1602	467
ECs_1633	NC_002695.2	1634448	1635767	+	1320	244
ECs_1634	NC_002695.2	1635777	1636109	+	333	133
ECs_1635	NC_002695.2	1636165	1637190	+	1026	225
ECs_1636	NC_002695.2	1637232	1637630	+	399	32
ECs_1637	NC_002695.2	1637642	1637995	+	354	56
ECs_1638	NC_002695.2	1638007	1638585	+	579	98
ECs_1639	NC_002695.2	1638582	1638977	+	396	139
ECs_1640	NC_002695.2	1638985	1639725	+	741	162
ECs_1641	NC_002695.2	1639741	1640163	+	423	133
ECs_1642	NC_002695.2	1640145	1640579	+	435	68
ECs_1643	NC_002695.2	1640572	1643121	+	2550	661
ECs_1644	NC_002695.2	1643118	1643447	+	330	59
ECs_1645	NC_002695.2	1643447	1644145	+	699	167
ECs_1646	NC_002695.2	1644151	1644894	+	744	96
ECs_1647	NC_002695.2	1644891	1645463	+	573	117
ECs_1648	NC_002695.2	1645524	1648922	+	3399	1467
ECs_1649	NC_002695.2	1648989	1649588	+	600	185
ECs_1650	NC_002695.2	1649653	1652568	+	2916	685
ECs_1651	NC_002695.2	1652568	1653149	+	582	215
ECs_1652	NC_002695.2	1653269	1654159	-	891	9381
ECs_1653	NC_002695.2	1654178	1654684	-	507	4849
ECs_1654	NC_002695.2	1654721	1655221	-	501	6240
ECs_1655	NC_002695.2	1655300	1655482	-	183	8194
ECs_1656	NC_002695.2	1655980	1656648	-	669	3435
ECs_1657	NC_002695.2	1656705	1656953	+	249	125
ECs_1658	NC_002695.2	1657029	1657409	+	381	174
ECs_1659	NC_002695.2	1657406	1657753	+	348	176
ECs_1660	NC_002695.2	1657803	1659341	+	1539	2893
ECs_1662	NC_002695.2	1659644	1661128	-	1485	2252
ECs_1663	NC_002695.2	1661315	1662268	-	954	3577
ECs_1664	NC_002695.2	1662767	1663351	+	585	9545
ECs_1665	NC_002695.2	1663525	1663851	+	327	2094
ECs_1666	NC_002695.2	1663851	1664738	+	888	5866
ECs_1668	NC_002695.2	1665904	1666170	-	267	5198
ECs_1669	NC_002695.2	1666174	1666986	-	813	21306
ECs_1670	NC_002695.2	1667010	1667705	-	696	14394
ECs_1671	NC_002695.2	1668225	1668593	+	369	1530
ECs_1672	NC_002695.2	1668696	1669097	-	402	729
ECs_1673	NC_002695.2	1669168	1669326	+	159	96
ECs_1674	NC_002695.2	1669338	1669631	+	294	5892
ECs_1675	NC_002695.2	1669703	1670362	+	660	15655
ECs_1676	NC_002695.2	1670454	1670900	+	447	5981
ECs_1677	NC_002695.2	1671107	1672018	-	912	297
ECs_1678	NC_002695.2	1672391	1672810	+	420	937
ECs_1679	NC_002695.2	1672810	1674078	+	1269	1571
ECs_1680	NC_002695.2	1674124	1674654	-	531	9373
ECs_1681	NC_002695.2	1674800	1676341	-	1542	10154
ECs_1682	NC_002695.2	1676563	1677282	+	720	11545
ECs_1683	NC_002695.2	1677334	1678866	-	1533	38595
ECs_1684	NC_002695.2	1679229	1680527	+	1299	3802
ECs_1685	NC_002695.2	1680537	1681607	+	1071	2089
ECs_1686	NC_002695.2	1681999	1683735	-	1737	8854
ECs_1687	NC_002695.2	1683831	1684745	-	915	4203
ECs_1688	NC_002695.2	1684845	1685456	+	612	4709
ECs_1689	NC_002695.2	1685644	1686531	-	888	2234
ECs_1690	NC_002695.2	1686531	1686857	-	327	707
ECs_1692	NC_002695.2	1687706	1687960	+	255	914
ECs_1693	NC_002695.2	1688010	1689980	-	1971	868
ECs_1694	NC_002695.2	1690006	1690860	-	855	114
ECs_1696	NC_002695.2	1691025	1691669	-	645	231
ECs_1697	NC_002695.2	1691679	1692437	-	759	313
ECs_1698	NC_002695.2	1692434	1693414	-	981	378
ECs_1699	NC_002695.2	1693414	1694436	-	1023	349
ECs_5716	NC_002695.2	1694544	1694744	-	201	16
ECs_1701	NC_002695.2	1694772	1696229	-	1458	2015
ECs_1703	NC_002695.2	1696776	1698194	-	1419	2308
ECs_1704	NC_002695.2	1698205	1698837	-	633	1073
ECs_1705	NC_002695.2	1698848	1699918	-	1071	2101
ECs_1708	NC_002695.2	1702740	1703831	-	1092	38272
ECs_1709	NC_002695.2	1703948	1704532	-	585	6516
ECs_1710	NC_002695.2	1704810	1705088	+	279	2782
ECs_1711	NC_002695.2	1705143	1706795	-	1653	7926
ECs_1712	NC_002695.2	1706947	1707960	-	1014	132275
ECs_1713	NC_002695.2	1708045	1708896	-	852	26605
ECs_1714	NC_002695.2	1708896	1709519	-	624	9660
ECs_1715	NC_002695.2	1709733	1710989	+	1257	20341
ECs_1716	NC_002695.2	1711031	1712113	+	1083	14989
ECs_1717	NC_002695.2	1712113	1712946	+	834	6279
ECs_1718	NC_002695.2	1712943	1713335	+	393	2057
ECs_1719	NC_002695.2	1713339	1714148	+	810	11269
ECs_1720	NC_002695.2	1714184	1715038	+	855	29792
ECs_5717	NC_002695.2	1715186	1715293	-	108	1119
ECs_5718	NC_002695.2	1715722	1715829	-	108	621
ECs_1721	NC_002695.2	1716228	1717328	-	1101	22798
ECs_1722	NC_002695.2	1717598	1717828	+	231	3205
ECs_1723	NC_002695.2	1717965	1718684	+	720	7581
ECs_1724	NC_002695.2	1718728	1719081	-	354	3467
ECs_1725	NC_002695.2	1719231	1720661	+	1431	1430
ECs_1726	NC_002695.2	1720662	1721312	-	651	8231
ECs_1727	NC_002695.2	1721305	1723101	-	1797	10803
ECs_1728	NC_002695.2	1723440	1724831	+	1392	536
ECs_1729	NC_002695.2	1725224	1728967	+	3744	2028
ECs_1730	NC_002695.2	1728964	1730502	+	1539	1547
ECs_1731	NC_002695.2	1730499	1731209	+	711	473
ECs_1732	NC_002695.2	1731209	1731886	+	678	1323
ECs_R0053	NC_002695.2	1732426	1732510	-	85	4363
ECs_R0054	NC_002695.2	1732720	1732804	-	85	4544
ECs_1734	NC_002695.2	1732964	1733806	-	843	16722
ECs_1735	NC_002695.2	1733856	1734314	-	459	5964
ECs_1736	NC_002695.2	1734388	1735332	+	945	19198
ECs_1737	NC_002695.2	1735424	1736437	+	1014	20908
ECs_1738	NC_002695.2	1736639	1737547	+	909	33071
ECs_1739	NC_002695.2	1737691	1738104	-	414	133540
ECs_1740	NC_002695.2	1738708	1739325	+	618	2809
ECs_1741	NC_002695.2	1739626	1742301	-	2676	193179
ECs_1742	NC_002695.2	1742778	1743425	+	648	1871
ECs_1743	NC_002695.2	1744118	1745794	+	1677	14902
ECs_1744	NC_002695.2	1745880	1746800	+	921	1645
ECs_1745	NC_002695.2	1746815	1747723	+	909	2344
ECs_1746	NC_002695.2	1747735	1748748	+	1014	2958
ECs_1747	NC_002695.2	1748745	1749749	+	1005	4425
ECs_1748	NC_002695.2	1749802	1750131	-	330	7582
ECs_1749	NC_002695.2	1750166	1751626	-	1461	8104
ECs_1750	NC_002695.2	1751997	1753250	-	1254	3935
ECs_1751	NC_002695.2	1753551	1753847	-	297	5237
ECs_1752	NC_002695.2	1754071	1754790	+	720	2861
ECs_1753	NC_002695.2	1754830	1755228	-	399	4197
ECs_1754	NC_002695.2	1755333	1755872	-	540	9670
ECs_1755	NC_002695.2	1755902	1756645	-	744	13499
ECs_1756	NC_002695.2	1757002	1757640	+	639	302
ECs_1757	NC_002695.2	1757686	1758816	-	1131	874
ECs_1758	NC_002695.2	1758794	1759042	-	249	413
ECs_1759	NC_002695.2	1759107	1761578	-	2472	1450
ECs_1760	NC_002695.2	1761671	1761862	-	192	32
ECs_1761	NC_002695.2	1761859	1762047	-	189	29
ECs_1762	NC_002695.2	1762521	1762754	+	234	193
ECs_1763	NC_002695.2	1762732	1763139	-	408	176
ECs_1764	NC_002695.2	1763162	1763380	-	219	325
ECs_5719	NC_002695.2	1763453	1763752	-	300	712
ECs_1765	NC_002695.2	1764016	1764423	-	408	2185
ECs_1766	NC_002695.2	1764500	1764727	+	228	88
ECs_1767	NC_002695.2	1764711	1765262	+	552	712
ECs_1768	NC_002695.2	1765234	1766274	+	1041	459
ECs_1769	NC_002695.2	1766306	1766728	+	423	130
ECs_5720	NC_002695.2	1766915	1767496	+	582	1128
ECs_5721	NC_002695.2	1767493	1767657	+	165	165
ECs_1772	NC_002695.2	1768356	1769114	+	759	1005
ECs_1773	NC_002695.2	1769393	1769605	+	213	25283
ECs_1774	NC_002695.2	1769826	1770083	+	258	132
ECs_1775	NC_002695.2	1770153	1770431	+	279	452
ECs_1776	NC_002695.2	1770433	1771479	+	1047	431
ECs_1777	NC_002695.2	1771492	1771851	+	360	53
ECs_1778	NC_002695.2	1771860	1772390	+	531	206
ECs_1779	NC_002695.2	1772632	1772829	+	198	1656
ECs_1780	NC_002695.2	1772980	1774038	+	1059	1666
ECs_R0055	NC_002695.2	1774079	1774154	+	76	875
ECs_R0056	NC_002695.2	1774235	1774311	+	77	1407
