# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "/data/home/ecumunel/M2_internship/rnaseq_data/annotation/GCF_000008865.2_ASM886v2_genomic.gff" "-t" "gene" "-g" "locus_tag" "-o" "/data/home/ecumunel/M2_internship/rnaseq_data/featureCounts_results/trimmed_ERR2955752.tsv" "/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955752.sam" 
Geneid	Chr	Start	End	Strand	Length	/data/home/ecumunel/M2_internship/rnaseq_data/bowtie_results/trimmed_ERR2955752.sam
ECs_1045	NC_002695.2	1153374	1153820	-	447	2541
ECs_1046	NC_002695.2	1153943	1155997	+	2055	2193
ECs_1047	NC_002695.2	1156029	1156487	-	459	769
ECs_1048	NC_002695.2	1156583	1157245	-	663	357
ECs_1049	NC_002695.2	1157418	1157831	+	414	963
ECs_1050	NC_002695.2	1157876	1158193	-	318	3968
ECs_1051	NC_002695.2	1158251	1159426	-	1176	9938
ECs_1052	NC_002695.2	1159536	1159814	+	279	495
ECs_1053	NC_002695.2	1159811	1160140	-	330	1788
ECs_1054	NC_002695.2	1160231	1160890	-	660	6141
ECs_1055	NC_002695.2	1161298	1162317	-	1020	438
ECs_1056	NC_002695.2	1162295	1162537	-	243	25
ECs_1057	NC_002695.2	1162605	1165076	-	2472	397
ECs_1058	NC_002695.2	1165170	1165361	-	192	17
ECs_1059	NC_002695.2	1165358	1165546	-	189	30
ECs_1061	NC_002695.2	1166120	1166305	+	186	68
ECs_1063	NC_002695.2	1166492	1166881	-	390	127
ECs_1064	NC_002695.2	1166893	1167021	-	129	21
ECs_1065	NC_002695.2	1167023	1167178	-	156	90
ECs_1067	NC_002695.2	1167456	1167743	-	288	8229
ECs_1068	NC_002695.2	1167743	1167934	-	192	4549
ECs_1069	NC_002695.2	1167962	1168363	-	402	9342
ECs_1070	NC_002695.2	1168472	1168744	+	273	147
ECs_1071	NC_002695.2	1168728	1169153	+	426	169
ECs_5703	NC_002695.2	1169360	1169815	-	456	351
ECs_1073	NC_002695.2	1169894	1170985	+	1092	354
ECs_1074	NC_002695.2	1170992	1171738	+	747	118
ECs_1075	NC_002695.2	1171760	1172530	+	771	229
ECs_1076	NC_002695.2	1172546	1172959	+	414	189
ECs_1077	NC_002695.2	1173311	1174084	-	774	302
ECs_1079	NC_002695.2	1174450	1174587	-	138	1400
ECs_1080	NC_002695.2	1174632	1174844	+	213	6726
ECs_1082	NC_002695.2	1175292	1176341	+	1050	413
ECs_1083	NC_002695.2	1176354	1176725	+	372	22
ECs_1084	NC_002695.2	1176715	1177086	+	372	37
ECs_1085	NC_002695.2	1177238	1178056	+	819	220
ECs_1086	NC_002695.2	1178343	1178582	+	240	1656
ECs_1087	NC_002695.2	1178803	1179390	+	588	980
ECs_R0045	NC_002695.2	1179419	1179494	+	76	16
ECs_R0046	NC_002695.2	1179502	1179578	+	77	0
ECs_R0047	NC_002695.2	1179592	1179668	+	77	264
ECs_1088	NC_002695.2	1180158	1182008	+	1851	1178
ECs_1089	NC_002695.2	1182184	1182510	+	327	662
ECs_1090	NC_002695.2	1182510	1183160	+	651	1179
ECs_1091	NC_002695.2	1183365	1183679	-	315	68
ECs_1092	NC_002695.2	1184145	1184669	-	525	16
ECs_1093	NC_002695.2	1184207	1184392	-	186	0
ECs_1094	NC_002695.2	1184614	1184727	-	114	4
ECs_1096	NC_002695.2	1184948	1185481	-	534	1069
ECs_1097	NC_002695.2	1185641	1185913	+	273	313
ECs_1100	NC_002695.2	1186169	1186375	-	207	17
ECs_1101	NC_002695.2	1187126	1187401	+	276	255
ECs_1102	NC_002695.2	1187477	1187857	+	381	293
ECs_1103	NC_002695.2	1187854	1188201	+	348	282
ECs_1104	NC_002695.2	1188251	1189789	+	1539	3006
ECs_1105	NC_002695.2	1189839	1190081	+	243	47
ECs_1106	NC_002695.2	1190017	1191981	+	1965	204
ECs_5406	NC_002695.2	1191965	1192171	+	207	16
ECs_1107	NC_002695.2	1192168	1193760	+	1593	285
ECs_1108	NC_002695.2	1193750	1195255	+	1506	91
ECs_1109	NC_002695.2	1195292	1195639	+	348	44
ECs_1110	NC_002695.2	1195697	1195963	+	267	40
ECs_1111	NC_002695.2	1196056	1196685	+	630	101
ECs_1112	NC_002695.2	1196699	1197130	+	432	94
ECs_1113	NC_002695.2	1197157	1197570	+	414	53
ECs_1114	NC_002695.2	1197551	1200130	+	2580	197
ECs_1115	NC_002695.2	1200127	1200456	+	330	9
ECs_1116	NC_002695.2	1200456	1201154	+	699	22
ECs_1117	NC_002695.2	1201165	1201908	+	744	72
ECs_1118	NC_002695.2	1201905	1202486	+	582	105
ECs_1120	NC_002695.2	1202677	1203204	-	528	474
ECs_1121	NC_002695.2	1203338	1206811	+	3474	2717
ECs_1122	NC_002695.2	1206879	1207478	+	600	161
ECs_1123	NC_002695.2	1207543	1208856	+	1314	227
ECs_1124	NC_002695.2	1208858	1209127	+	270	47
ECs_R0048	NC_002695.2	1210888	1210975	-	88	2255
ECs_1128	NC_002695.2	1211401	1212519	+	1119	48
ECs_1129	NC_002695.2	1212516	1214309	+	1794	145
ECs_1130	NC_002695.2	1214328	1215035	+	708	116
ECs_1131	NC_002695.2	1215032	1215619	+	588	95
ECs_1132	NC_002695.2	1215616	1216014	+	399	65
ECs_1133	NC_002695.2	1216011	1216868	+	858	114
ECs_1134	NC_002695.2	1217002	1218546	+	1545	441
ECs_1135	NC_002695.2	1218558	1219694	+	1137	286
ECs_1136	NC_002695.2	1219879	1221183	+	1305	618
ECs_1137	NC_002695.2	1221303	1223483	-	2181	4215
ECs_1138	NC_002695.2	1223503	1223949	-	447	540
ECs_1139	NC_002695.2	1223937	1225076	-	1140	1532
ECs_1140	NC_002695.2	1225122	1227218	-	2097	2559
ECs_1141	NC_002695.2	1227218	1227964	-	747	1106
ECs_1142	NC_002695.2	1227961	1228605	-	645	2041
ECs_1143	NC_002695.2	1228712	1229017	-	306	6561
ECs_1145	NC_002695.2	1229957	1230169	+	213	41608
ECs_1147	NC_002695.2	1230784	1231857	-	1074	511
ECs_1148	NC_002695.2	1231929	1234628	-	2700	371
ECs_1149	NC_002695.2	1234756	1235784	+	1029	148
ECs_1150	NC_002695.2	1235757	1236449	-	693	415
ECs_1151	NC_002695.2	1236579	1237751	+	1173	70
ECs_1152	NC_002695.2	1237751	1240297	+	2547	365
ECs_1153	NC_002695.2	1240294	1240893	+	600	302
ECs_1154	NC_002695.2	1241047	1241352	-	306	255
ECs_1155	NC_002695.2	1241352	1242272	-	921	975
ECs_1158	NC_002695.2	1244080	1245321	+	1242	846
ECs_1159	NC_002695.2	1245359	1245586	-	228	1266
ECs_1160	NC_002695.2	1246182	1247492	-	1311	5452
ECs_1161	NC_002695.2	1247545	1247829	-	285	146
ECs_1162	NC_002695.2	1247915	1248214	-	300	123
ECs_1163	NC_002695.2	1248286	1248570	-	285	68
ECs_1164	NC_002695.2	1248563	1249186	-	624	84
ECs_1165	NC_002695.2	1249190	1249477	-	288	32
ECs_1166	NC_002695.2	1249479	1249697	-	219	19
ECs_1167	NC_002695.2	1249699	1249914	-	216	29
ECs_1168	NC_002695.2	1249916	1250104	-	189	155
ECs_1169	NC_002695.2	1250256	1251029	-	774	233
ECs_1170	NC_002695.2	1251026	1251247	-	222	23
ECs_1171	NC_002695.2	1251346	1251561	-	216	324
ECs_1172	NC_002695.2	1251638	1251829	-	192	183
ECs_1173	NC_002695.2	1251802	1251984	-	183	2
ECs_1174	NC_002695.2	1251981	1252661	-	681	39
ECs_1175	NC_002695.2	1252658	1253443	-	786	525
ECs_1176	NC_002695.2	1253449	1253745	-	297	85
ECs_1177	NC_002695.2	1253820	1253963	-	144	11
ECs_1178	NC_002695.2	1253932	1254096	-	165	99
ECs_1179	NC_002695.2	1254169	1254537	-	369	600
ECs_1180	NC_002695.2	1254720	1254971	-	252	67
ECs_1181	NC_002695.2	1255030	1255302	-	273	102
ECs_5705	NC_002695.2	1255280	1255462	-	183	124
ECs_1184	NC_002695.2	1256031	1256552	-	522	13127
ECs_1185	NC_002695.2	1257054	1257707	-	654	15384
ECs_1186	NC_002695.2	1257825	1258040	+	216	124
ECs_1187	NC_002695.2	1258182	1258478	+	297	141
ECs_1188	NC_002695.2	1258511	1258657	+	147	21
ECs_1189	NC_002695.2	1258650	1259549	+	900	175
ECs_1190	NC_002695.2	1259539	1260975	+	1437	224
ECs_1191	NC_002695.2	1260975	1261244	+	270	25
ECs_1192	NC_002695.2	1261315	1261593	+	279	19
ECs_1193	NC_002695.2	1261726	1261941	+	216	32
ECs_1194	NC_002695.2	1261952	1262188	+	237	24
ECs_1195	NC_002695.2	1262145	1262591	+	447	63
ECs_1196	NC_002695.2	1262588	1263115	+	528	16
ECs_1199	NC_002695.2	1263569	1264303	+	735	851
ECs_1200	NC_002695.2	1264378	1265100	+	723	23
ECs_1201	NC_002695.2	1265100	1265705	+	606	30
ECs_1202	NC_002695.2	1265702	1265896	+	195	6
ECs_1203	NC_002695.2	1265889	1266323	+	435	201
ECs_R0049	NC_002695.2	1266765	1266840	+	76	4598
ECs_R0050	NC_002695.2	1266850	1266926	+	77	3
ECs_R0051	NC_002695.2	1266940	1267016	+	77	2492
ECs_1205	NC_002695.2	1267107	1268066	+	960	322
ECs_1206	NC_002695.2	1268078	1268347	+	270	426
ECs_1207	NC_002695.2	1268834	1270738	+	1905	1509
ECs_1208	NC_002695.2	1270545	1271432	-	888	1375
ECs_1209	NC_002695.2	1271432	1271758	-	327	690
ECs_5706	NC_002695.2	1271816	1272085	+	270	341
ECs_1210	NC_002695.2	1272220	1272399	+	180	71
ECs_1211	NC_002695.2	1272440	1272712	+	273	37
ECs_1212	NC_002695.2	1272789	1273004	+	216	27
ECs_1213	NC_002695.2	1273009	1273542	+	534	133
ECs_1214	NC_002695.2	1273813	1274382	+	570	130
ECs_5707	NC_002695.2	1274382	1274528	+	147	21
ECs_1215	NC_002695.2	1274536	1275000	+	465	54
ECs_1216	NC_002695.2	1274756	1274941	+	186	0
ECs_1217	NC_002695.2	1275032	1275325	-	294	2298
ECs_1218	NC_002695.2	1275475	1275678	+	204	98
ECs_1219	NC_002695.2	1275734	1276540	+	807	132
ECs_1220	NC_002695.2	1276521	1278227	+	1707	515
ECs_1221	NC_002695.2	1278227	1280371	+	2145	1187
ECs_1222	NC_002695.2	1280529	1281536	+	1008	388
ECs_1223	NC_002695.2	1281560	1282774	+	1215	704
ECs_1224	NC_002695.2	1282830	1283219	+	390	140
ECs_1225	NC_002695.2	1283269	1283730	+	462	73
ECs_1226	NC_002695.2	1283714	1284277	+	564	109
ECs_1227	NC_002695.2	1284277	1284927	+	651	190
ECs_1228	NC_002695.2	1284924	1286861	+	1938	285
ECs_1229	NC_002695.2	1286863	1287132	+	270	22
ECs_1230	NC_002695.2	1287272	1287460	+	189	70
ECs_1232	NC_002695.2	1287755	1289380	+	1626	668
ECs_1233	NC_002695.2	1289377	1290645	+	1269	438
ECs_1234	NC_002695.2	1290660	1290938	+	279	52
ECs_1235	NC_002695.2	1290944	1291561	+	618	228
ECs_1236	NC_002695.2	1291652	1292386	+	735	633
ECs_1237	NC_002695.2	1292816	1293217	+	402	1511
ECs_1238	NC_002695.2	1293311	1293967	+	657	56
ECs_1239	NC_002695.2	1293970	1294416	+	447	34
ECs_1240	NC_002695.2	1294426	1294677	+	252	20
ECs_1241	NC_002695.2	1294688	1295953	+	1266	330
ECs_1242	NC_002695.2	1296023	1304404	+	8382	5269
ECs_1244	NC_002695.2	1304955	1305299	-	345	7378
ECs_1245	NC_002695.2	1305419	1305631	-	213	16168
ECs_1246	NC_002695.2	1305865	1306260	-	396	347
ECs_1247	NC_002695.2	1306260	1306919	-	660	327
ECs_1248	NC_002695.2	1306940	1307158	-	219	60
ECs_1249	NC_002695.2	1307145	1307429	-	285	58
ECs_1250	NC_002695.2	1307426	1307647	-	222	49
ECs_1251	NC_002695.2	1307695	1308324	-	630	2867
ECs_1252	NC_002695.2	1309473	1310801	-	1329	375
ECs_1253	NC_002695.2	1310822	1311316	-	495	68
ECs_1254	NC_002695.2	1311327	1311917	-	591	109
ECs_1255	NC_002695.2	1311927	1312727	-	801	163
ECs_1256	NC_002695.2	1312735	1313121	-	387	64
ECs_1257	NC_002695.2	1313133	1313828	-	696	74
ECs_1258	NC_002695.2	1313825	1314916	-	1092	151
ECs_1259	NC_002695.2	1315204	1315842	+	639	981
ECs_1260	NC_002695.2	1315882	1319844	-	3963	1422
ECs_1261	NC_002695.2	1320267	1321775	+	1509	1940
ECs_1262	NC_002695.2	1321924	1323267	-	1344	901
ECs_1263	NC_002695.2	1324449	1325279	+	831	553
ECs_1264	NC_002695.2	1325337	1326464	+	1128	776
ECs_1265	NC_002695.2	1326470	1327741	+	1272	670
ECs_1266	NC_002695.2	1328085	1329149	+	1065	312
ECs_1267	NC_002695.2	1329199	1329612	-	414	154
ECs_1268	NC_002695.2	1329614	1330939	-	1326	132
ECs_1269	NC_002695.2	1330932	1332950	-	2019	158
ECs_1270	NC_002695.2	1332959	1335382	-	2424	352
ECs_1271	NC_002695.2	1335969	1337327	+	1359	172
ECs_1272	NC_002695.2	1337425	1339035	+	1611	243
ECs_1273	NC_002695.2	1339137	1339628	-	492	55
ECs_1274	NC_002695.2	1339633	1340445	-	813	148
ECs_1275	NC_002695.2	1341133	1341915	+	783	171
ECs_1276	NC_002695.2	1342061	1342750	-	690	308
ECs_1277	NC_002695.2	1342747	1344081	-	1335	527
ECs_1278	NC_002695.2	1344097	1346619	-	2523	779
ECs_1279	NC_002695.2	1346672	1347373	-	702	276
ECs_1280	NC_002695.2	1347459	1348019	-	561	197
ECs_1281	NC_002695.2	1348062	1348685	-	624	30
ECs_1282	NC_002695.2	1350076	1353888	+	3813	986
ECs_1283	NC_002695.2	1353977	1355596	+	1620	64
ECs_1284	NC_002695.2	1355612	1355980	+	369	6
ECs_1285	NC_002695.2	1355994	1356755	+	762	24
ECs_1286	NC_002695.2	1356759	1357307	+	549	34
ECs_1287	NC_002695.2	1357329	1357610	+	282	21
ECs_1288	NC_002695.2	1357646	1358806	+	1161	168
ECs_1289	NC_002695.2	1358880	1361438	+	2559	524
ECs_1290	NC_002695.2	1361443	1362666	+	1224	228
ECs_1291	NC_002695.2	1362663	1363616	+	954	122
ECs_1292	NC_002695.2	1363627	1364334	+	708	61
ECs_1293	NC_002695.2	1364318	1364974	+	657	18
ECs_1294	NC_002695.2	1364975	1366285	+	1311	62
ECs_1295	NC_002695.2	1366294	1367082	+	789	14
ECs_1296	NC_002695.2	1367079	1368467	+	1389	153
ECs_1297	NC_002695.2	1368481	1369422	+	942	101
ECs_1298	NC_002695.2	1369419	1370405	+	987	158
ECs_1299	NC_002695.2	1370772	1371974	+	1203	341
ECs_1300	NC_002695.2	1372161	1373978	-	1818	375
ECs_1302	NC_002695.2	1375090	1375386	+	297	220
ECs_1303	NC_002695.2	1376029	1377414	+	1386	463
ECs_1304	NC_002695.2	1378235	1378798	+	564	68
ECs_1305	NC_002695.2	1378953	1381313	+	2361	1760
ECs_1307	NC_002695.2	1382070	1383608	-	1539	3606
ECs_1308	NC_002695.2	1383658	1384005	-	348	346
ECs_1309	NC_002695.2	1384002	1384382	-	381	312
ECs_1311	NC_002695.2	1384909	1385727	+	819	747
ECs_1312	NC_002695.2	1385840	1386379	+	540	171
ECs_1313	NC_002695.2	1386427	1386678	-	252	7
ECs_1314	NC_002695.2	1386702	1386992	-	291	11
ECs_1316	NC_002695.2	1387678	1388037	+	360	408
ECs_1317	NC_002695.2	1388130	1389749	-	1620	448
ECs_1319	NC_002695.2	1389974	1390249	-	276	171
ECs_1321	NC_002695.2	1390630	1391328	+	699	1696
ECs_1322	NC_002695.2	1391419	1391721	+	303	547
ECs_1323	NC_002695.2	1391730	1392050	+	321	484
ECs_1324	NC_002695.2	1392043	1393746	+	1704	3691
ECs_1325	NC_002695.2	1393756	1394220	+	465	568
ECs_1326	NC_002695.2	1394221	1394895	+	675	751
ECs_1327	NC_002695.2	1394907	1395524	+	618	638
ECs_1330	NC_002695.2	1396736	1396999	+	264	4679
ECs_1333	NC_002695.2	1398313	1398984	-	672	294
ECs_1336	NC_002695.2	1400517	1401002	-	486	1688
ECs_1337	NC_002695.2	1401322	1401747	+	426	223
ECs_1338	NC_002695.2	1401744	1402094	+	351	209
ECs_1339	NC_002695.2	1402125	1403738	+	1614	1789
ECs_1340	NC_002695.2	1403742	1404599	-	858	2120
ECs_1341	NC_002695.2	1404681	1405022	-	342	318
ECs_1342	NC_002695.2	1405009	1405338	-	330	426
ECs_1343	NC_002695.2	1405599	1406066	-	468	1189
ECs_1344	NC_002695.2	1406084	1407292	-	1209	1940
ECs_1345	NC_002695.2	1407303	1408259	-	957	1132
ECs_1346	NC_002695.2	1408259	1409338	-	1080	938
ECs_1348	NC_002695.2	1409340	1410113	-	774	343
ECs_1349	NC_002695.2	1410106	1411248	-	1143	483
ECs_1350	NC_002695.2	1411258	1412316	-	1059	542
ECs_1351	NC_002695.2	1412639	1413220	+	582	1691
ECs_1352	NC_002695.2	1413220	1414377	+	1158	2498
ECs_1353	NC_002695.2	1414400	1414855	+	456	772
ECs_1354	NC_002695.2	1414878	1415918	+	1041	3372
ECs_1355	NC_002695.2	1415967	1416545	+	579	3544
ECs_1356	NC_002695.2	1416614	1417189	+	576	3788
ECs_1358	NC_002695.2	1417611	1417919	+	309	1050
ECs_1360	NC_002695.2	1418511	1420601	-	2091	658
ECs_1362	NC_002695.2	1422054	1422272	+	219	184
ECs_5708	NC_002695.2	1422905	1423240	+	336	102
ECs_1364	NC_002695.2	1424021	1424215	-	195	294
ECs_1365	NC_002695.2	1424267	1424446	-	180	442
ECs_1366	NC_002695.2	1424535	1424807	+	273	753
ECs_5414	NC_002695.2	1425372	1425569	+	198	217
ECs_1370	NC_002695.2	1426299	1427423	+	1125	208
ECs_1372	NC_002695.2	1427842	1428135	-	294	292
ECs_1373	NC_002695.2	1428264	1428539	-	276	554
ECs_1374	NC_002695.2	1428777	1429235	-	459	204
ECs_1376	NC_002695.2	1429693	1430202	+	510	2049
ECs_1377	NC_002695.2	1430291	1430914	+	624	2003
ECs_1378	NC_002695.2	1431010	1431243	+	234	3021
ECs_5415	NC_002695.2	1431296	1431487	-	192	1514
ECs_1380	NC_002695.2	1432081	1432968	-	888	1313
ECs_1381	NC_002695.2	1432968	1433294	-	327	273
ECs_1382	NC_002695.2	1433475	1434521	+	1047	316
ECs_1386	NC_002695.2	1437943	1439175	+	1233	288
ECs_1387	NC_002695.2	1439160	1439798	+	639	78
ECs_1388	NC_002695.2	1439877	1440146	+	270	102
ECs_1389	NC_002695.2	1440167	1440811	+	645	94
ECs_5709	NC_002695.2	1441127	1441627	+	501	497
ECs_1393	NC_002695.2	1441811	1442236	+	426	266
ECs_1394	NC_002695.2	1442536	1442718	-	183	96
ECs_1395	NC_002695.2	1443047	1443919	+	873	84
ECs_1396	NC_002695.2	1444291	1447140	+	2850	1876
ECs_1397	NC_002695.2	1447251	1449635	+	2385	969
ECs_1398	NC_002695.2	1449632	1450537	+	906	286
ECs_1399	NC_002695.2	1450534	1451604	+	1071	389
ECs_1401	NC_002695.2	1451944	1452762	+	819	103
ECs_1402	NC_002695.2	1452853	1453338	+	486	139
ECs_1403	NC_002695.2	1453354	1453830	+	477	242
ECs_1404	NC_002695.2	1453893	1454114	+	222	243
ECs_1405	NC_002695.2	1454277	1454651	+	375	299
ECs_1406	NC_002695.2	1454698	1455072	+	375	129
ECs_1407	NC_002695.2	1455069	1455560	+	492	392
ECs_1408	NC_002695.2	1455572	1455769	+	198	128
ECs_1409	NC_002695.2	1455854	1456696	+	843	1142
ECs_R0052	NC_002695.2	1456846	1456933	-	88	523
ECs_1410	NC_002695.2	1457167	1458105	+	939	3500
ECs_1411	NC_002695.2	1458160	1458897	+	738	6590
ECs_1412	NC_002695.2	1458921	1459475	+	555	6102
ECs_1413	NC_002695.2	1459547	1460068	+	522	8281
ECs_1414	NC_002695.2	1460132	1460965	-	834	1396
ECs_1415	NC_002695.2	1460992	1461408	-	417	35
ECs_1416	NC_002695.2	1461433	1461822	-	390	67
ECs_1417	NC_002695.2	1461827	1462477	-	651	262
ECs_1419	NC_002695.2	1463231	1463686	+	456	45
ECs_1420	NC_002695.2	1463727	1464185	+	459	87
ECs_1421	NC_002695.2	1464244	1464576	+	333	87
ECs_1422	NC_002695.2	1464697	1465008	+	312	457
ECs_1423	NC_002695.2	1465103	1465636	+	534	904
ECs_1424	NC_002695.2	1465578	1467059	+	1482	1020
ECs_1425	NC_002695.2	1467067	1468224	-	1158	3917
ECs_1426	NC_002695.2	1468650	1470152	+	1503	11933
ECs_1427	NC_002695.2	1470175	1472688	+	2514	23198
ECs_1428	NC_002695.2	1472861	1473088	+	228	354
ECs_1429	NC_002695.2	1473089	1473463	-	375	133
ECs_1432	NC_002695.2	1474944	1475864	-	921	4763
ECs_1433	NC_002695.2	1476089	1477141	+	1053	15670
ECs_1434	NC_002695.2	1477183	1477758	-	576	1249
ECs_1435	NC_002695.2	1477762	1478328	-	567	383
ECs_1436	NC_002695.2	1478589	1478702	-	114	54
ECs_1437	NC_002695.2	1478750	1479868	-	1119	2684
ECs_1438	NC_002695.2	1479983	1480237	-	255	5649
ECs_1439	NC_002695.2	1480527	1480772	-	246	1832
ECs_1440	NC_002695.2	1480846	1481892	-	1047	3251
ECs_1441	NC_002695.2	1481998	1482558	-	561	1903
ECs_1442	NC_002695.2	1482692	1483339	-	648	1450
ECs_1443	NC_002695.2	1483403	1484611	-	1209	1295
ECs_1444	NC_002695.2	1484847	1485431	+	585	973
ECs_1445	NC_002695.2	1485442	1486089	+	648	732
ECs_1446	NC_002695.2	1486091	1487014	+	924	911
ECs_1447	NC_002695.2	1487124	1488659	+	1536	4218
ECs_1448	NC_002695.2	1488699	1489115	-	417	608
ECs_1449	NC_002695.2	1489120	1489413	-	294	353
ECs_1450	NC_002695.2	1489489	1490148	-	660	275
ECs_1451	NC_002695.2	1490303	1490719	+	417	24
ECs_1452	NC_002695.2	1490723	1491127	+	405	22
ECs_1453	NC_002695.2	1491139	1491834	+	696	143
ECs_1454	NC_002695.2	1491859	1493064	+	1206	323
ECs_1455	NC_002695.2	1493084	1493839	+	756	68
ECs_1456	NC_002695.2	1493977	1494759	+	783	152
ECs_1457	NC_002695.2	1494812	1495510	+	699	70
ECs_1458	NC_002695.2	1495522	1496619	+	1098	93
ECs_1459	NC_002695.2	1496619	1497560	+	942	77
ECs_1460	NC_002695.2	1497626	1499269	+	1644	528
ECs_1461	NC_002695.2	1499281	1500234	+	954	1638
ECs_1462	NC_002695.2	1500429	1503614	-	3186	61896
ECs_1464	NC_002695.2	1504187	1505146	+	960	10397
ECs_1465	NC_002695.2	1505247	1505870	-	624	3910
ECs_1466	NC_002695.2	1506030	1506551	+	522	297704
ECs_1467	NC_002695.2	1506603	1506776	+	174	135174
ECs_1468	NC_002695.2	1506887	1507927	+	1041	39801
ECs_1469	NC_002695.2	1507995	1508948	+	954	16754
ECs_1470	NC_002695.2	1508964	1509893	+	930	21536
ECs_1471	NC_002695.2	1509906	1510640	+	735	67804
ECs_1472	NC_002695.2	1510851	1511087	+	237	127080
ECs_1473	NC_002695.2	1511175	1512416	+	1242	83020
ECs_1474	NC_002695.2	1512536	1513345	+	810	861
ECs_1475	NC_002695.2	1513348	1514370	+	1023	3213
ECs_1476	NC_002695.2	1514360	1515001	+	642	4142
ECs_1477	NC_002695.2	1514998	1516002	+	1005	8004
ECs_1478	NC_002695.2	1516013	1516810	+	798	7952
ECs_1479	NC_002695.2	1517105	1518538	+	1434	75203
ECs_1480	NC_002695.2	1518598	1520787	-	2190	1473
ECs_1481	NC_002695.2	1521133	1521492	+	360	2677
ECs_1482	NC_002695.2	1521495	1521872	+	378	2294
ECs_1483	NC_002695.2	1521886	1522527	+	642	2902
ECs_1484	NC_002695.2	1522508	1523332	+	825	1399
ECs_1485	NC_002695.2	1523343	1524368	+	1026	2730
ECs_1486	NC_002695.2	1524391	1524933	+	543	1860
ECs_1487	NC_002695.2	1525333	1526637	+	1305	6918
ECs_1488	NC_002695.2	1526864	1527403	+	540	2577
ECs_1489	NC_002695.2	1527465	1528160	-	696	1016
ECs_1490	NC_002695.2	1528338	1528595	+	258	2662
ECs_1491	NC_002695.2	1528678	1529637	-	960	666
ECs_1492	NC_002695.2	1529784	1533278	-	3495	12133
ECs_1493	NC_002695.2	1533358	1534431	-	1074	209
ECs_1494	NC_002695.2	1534693	1535892	+	1200	6233
ECs_1495	NC_002695.2	1535885	1536586	+	702	4103
ECs_1496	NC_002695.2	1536592	1537830	+	1239	5760
ECs_1497	NC_002695.2	1537859	1538770	+	912	4017
ECs_1498	NC_002695.2	1538786	1539607	+	822	2929
ECs_1499	NC_002695.2	1539763	1540809	-	1047	9058
ECs_1500	NC_002695.2	1540806	1541600	-	795	6047
ECs_1501	NC_002695.2	1541767	1542885	-	1119	594
ECs_1502	NC_002695.2	1542854	1543123	-	270	155
ECs_1503	NC_002695.2	1543185	1543529	-	345	378
ECs_1504	NC_002695.2	1543707	1544222	+	516	632
ECs_1505	NC_002695.2	1544337	1544567	-	231	343
ECs_1506	NC_002695.2	1544805	1545281	-	477	7103
ECs_1507	NC_002695.2	1545406	1545729	+	324	165
ECs_1508	NC_002695.2	1545713	1546138	+	426	76
ECs_1509	NC_002695.2	1546207	1547244	+	1038	128
ECs_1510	NC_002695.2	1547276	1547698	+	423	40
ECs_1511	NC_002695.2	1547732	1548448	+	717	39
ECs_1512	NC_002695.2	1548445	1548762	+	318	9
ECs_1513	NC_002695.2	1548759	1549061	+	303	21
ECs_1514	NC_002695.2	1549051	1549368	+	318	14
ECs_1515	NC_002695.2	1549322	1549639	+	318	63
ECs_1516	NC_002695.2	1549626	1550063	+	438	171
ECs_1517	NC_002695.2	1550065	1550256	+	192	52
ECs_1518	NC_002695.2	1550259	1550846	+	588	328
ECs_5710	NC_002695.2	1550962	1551066	+	105	445
ECs_1520	NC_002695.2	1551255	1551467	+	213	10454
ECs_1522	NC_002695.2	1551915	1552964	+	1050	603
ECs_1523	NC_002695.2	1552977	1553351	+	375	106
ECs_1524	NC_002695.2	1553348	1554169	+	822	669
ECs_5711	NC_002695.2	1554623	1554769	+	147	718
ECs_5712	NC_002695.2	1554766	1554933	+	168	314
ECs_1527	NC_002695.2	1555248	1557185	+	1938	1316
ECs_1528	NC_002695.2	1557333	1557515	+	183	18
ECs_1529	NC_002695.2	1557553	1557822	+	270	12
ECs_1530	NC_002695.2	1557898	1558113	+	216	16
ECs_1531	NC_002695.2	1558118	1558462	+	345	44
ECs_1532	NC_002695.2	1558513	1559046	+	534	174
ECs_1533	NC_002695.2	1559317	1559886	+	570	146
ECs_5713	NC_002695.2	1559886	1560032	+	147	31
ECs_1534	NC_002695.2	1560040	1560507	+	468	85
ECs_1535	NC_002695.2	1560260	1560466	+	207	0
ECs_1536	NC_002695.2	1560531	1560755	+	225	151
ECs_1538	NC_002695.2	1561112	1561252	+	141	145
ECs_1539	NC_002695.2	1561475	1561564	+	90	349
ECs_1540	NC_002695.2	1561609	1561974	+	366	275
ECs_1541	NC_002695.2	1562264	1562827	+	564	197
ECs_1542	NC_002695.2	1562824	1564485	+	1662	394
ECs_1543	NC_002695.2	1564549	1566486	+	1938	303
ECs_5418	NC_002695.2	1566531	1566752	+	222	30
ECs_1544	NC_002695.2	1566698	1569199	+	2502	572
ECs_1545	NC_002695.2	1569279	1569605	+	327	39
ECs_1546	NC_002695.2	1569615	1569965	+	351	57
ECs_1547	NC_002695.2	1569962	1570408	+	447	85
ECs_1548	NC_002695.2	1570405	1570749	+	345	25
ECs_1549	NC_002695.2	1570808	1571524	+	717	207
